Total time run, Total writes made, Write size, Object size, Bandwidth (MB/sec), Stddev Bandwidth, Max bandwidth (MB/sec), Min bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Stddev Latency(s), Max latency(s), Min latency(s) 
30.034, 917, 262144, 262144, 7.63302, 0.678275, 8.75, 5.75, 30, 2.7131, 35, 23, 0.0327362, 0.0156807, 0.146239, 0.0188952
30.0087, 902, 262144, 262144, 7.51449, 0.968209, 9, 4.5, 30, 3.87283, 36, 18, 0.0332526, 0.0192071, 0.312541, 0.0194096
30.0849, 906, 262144, 262144, 7.52868, 0.679387, 8.75, 5.5, 30, 2.71755, 35, 22, 0.0331898, 0.017946, 0.178267, 0.0179316
30.0052, 932, 262144, 262144, 7.76533, 0.570601, 8.75, 6.5, 31, 2.2824, 35, 26, 0.0321772, 0.0167665, 0.148769, 0.0197502
30.0037, 903, 262144, 262144, 7.52408, 0.839855, 9, 5.5, 30, 3.35942, 36, 22, 0.0332108, 0.0176175, 0.162422, 0.0196102
30.0055, 943, 262144, 262144, 7.85689, 0.699754, 9, 6.25, 31, 2.79901, 36, 25, 0.0318035, 0.0167387, 0.153591, 0.0197064
30.0361, 918, 262144, 262144, 7.64081, 0.625201, 9, 6.75, 30, 2.5008, 36, 27, 0.0327029, 0.0186588, 0.199983, 0.0187863
30.006, 937, 262144, 262144, 7.80678, 0.917737, 9.25, 5.75, 31, 3.67095, 37, 23, 0.0320072, 0.0178602, 0.266377, 0.0196032
30.0025, 742, 524288, 524288, 12.3656, 2.11551, 16, 8.5, 24, 4.23101, 32, 17, 0.0404154, 0.0240609, 0.219598, 0.023951
30.0194, 756, 524288, 524288, 12.5919, 2.66226, 16, 6.5, 25, 5.32453, 32, 13, 0.0396886, 0.0246965, 0.222177, 0.0234876
30.0624, 758, 524288, 524288, 12.6071, 1.765, 16, 9, 25, 3.53, 32, 18, 0.0396418, 0.0247047, 0.299076, 0.0234155
30.0081, 725, 524288, 524288, 12.0801, 2.00746, 16, 8.5, 24, 4.01491, 32, 17, 0.0413712, 0.02717, 0.345859, 0.0234028
30.0013, 784, 524288, 524288, 13.0661, 1.52302, 16, 10, 26, 3.04603, 32, 20, 0.0382487, 0.0221616, 0.187988, 0.0241682
30.0071, 799, 524288, 524288, 13.3135, 1.72507, 16, 9.5, 26, 3.45014, 32, 19, 0.0375368, 0.0208792, 0.183284, 0.023251
