Thread, Total time run, Total reads made, Read size, Object size, Bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Max latency(s), Min latency(s)
1, 60.4728, 1000, 4194304, 4194304, 66.1454, 16, 1.66214, 20, 11, 0.0596466, 0.162897, 0.00274556
2, 65.4482, 2000, 4194304, 4194304, 122.234, 30, 3.37717, 40, 20, 0.0646117, 0.490851, 0.00286166
3, 88.1772, 4000, 4194304, 4194304, 181.453, 45, 4.66136, 57, 35, 0.0873473, 0.417725, 0.00311719
4, 160.263, 8000, 4194304, 4194304, 199.672, 49, 6.03967, 66, 36, 0.159333, 1.39615, 0.00320141
5, 320.972, 16000, 4194304, 4194304, 199.395, 49, 6.34951, 80, 34, 0.319728, 2.66392, 0.00317265
