Thread, Total time run, Total reads made, Read size, Object size, Bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Max latency(s), Min latency(s)
1 ,67.2449, 1000, 4194304, 4194304, 59.4841, 14, 1.71354, 18, 9, 0.067223, 0.185391, 0.0143096
2 ,72.8657, 2000, 4194304, 4194304, 109.791, 27, 3.38134, 35, 19, 0.0728249, 0.352773, 0.0119046
3 ,107.011, 4000, 4194304, 4194304, 149.517, 37, 3.35903, 48, 31, 0.106952, 0.555128, 0.0120236
4 ,207.501, 8000, 4194304, 4194304, 154.216, 38, 3.8335, 51, 29, 0.207417, 1.30528, 0.0118909
5 ,411.512, 16000, 4194304, 4194304, 155.524, 38, 3.96081, 52, 28, 0.411336, 2.71297, 0.0118914
