Thread, Total time run, Total writes made, Write size, Object size, Bandwidth (MB/sec), Stddev Bandwidth, Max bandwidth (MB/sec), Min bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Stddev Latency(s), Max latency(s), Min latency(s) 
1, 114.201, 1000, 4227072, 4227072, 35.2995, 5.96152, 44.3438, 4.03125, 8, 1.47883, 11, 1, 0.114172, 0.0517795, 0.984287, 0.0647511
1, 112.944, 1000, 4227072, 4227072, 35.6925, 3.67841, 48.375, 28.2188, 8, 0.912474, 12, 7, 0.112914, 0.027511, 0.398573, 0.0661043
1, 108.437, 1000, 4227072, 4227072, 37.176, 4.19921, 44.3438, 20.1562, 9, 1.04166, 11, 5, 0.108407, 0.0326443, 0.618705, 0.0664453
1, 109.257, 1000, 4227072, 4227072, 36.897, 3.83325, 44.3438, 24.1875, 9, 0.950883, 11, 6, 0.109228, 0.0307717, 0.454144, 0.06527
1, 111.274, 1000, 4227072, 4227072, 36.228, 3.88121, 44.3438, 24.1875, 8, 0.96278, 11, 6, 0.111246, 0.0294319, 0.407184, 0.0631154
1, 110.063, 1000, 4227072, 4227072, 36.6269, 3.66845, 44.3438, 28.2188, 9, 0.910004, 11, 7, 0.11003, 0.0288959, 0.428792, 0.0674592
1, 111.373, 1000, 4227072, 4227072, 36.196, 3.70506, 44.3438, 24.1875, 8, 0.919085, 11, 6, 0.11134, 0.0329955, 0.394548, 0.0666642
1, 109.587, 1000, 4227072, 4227072, 36.7857, 3.90709, 44.3438, 24.1875, 9, 0.969199, 11, 6, 0.109554, 0.0282552, 0.389728, 0.0658545
1, 109.069, 1000, 4227072, 4227072, 36.9606, 3.70096, 48.375, 24.1875, 9, 0.918067, 12, 6, 0.109036, 0.0270159, 0.356383, 0.0603123
1, 116.666, 1000, 4227072, 4227072, 34.5539, 3.98857, 44.3438, 24.1875, 8, 0.989412, 11, 6, 0.116637, 0.0293223, 0.360324, 0.0659341
2, 75.0699, 1000, 4227072, 4227072, 53.6999, 5.78365, 64.5, 36.2812, 13, 1.4347, 16, 9, 0.150011, 0.0442042, 0.417377, 0.070307
2, 72.3051, 1000, 4227072, 4227072, 55.7533, 5.07787, 64.5, 44.3438, 13, 1.25963, 16, 11, 0.144532, 0.0407834, 0.397092, 0.071785
2, 73.8064, 1000, 4227072, 4227072, 54.6193, 5.7829, 64.5, 40.3125, 13, 1.43452, 16, 10, 0.147531, 0.0492067, 0.413526, 0.0713579
2, 74.6922, 1000, 4227072, 4227072, 53.9715, 5.57081, 68.5312, 40.3125, 13, 1.38191, 17, 10, 0.149304, 0.0436794, 0.370656, 0.072314
