Thread, Total time run, Total writes made, Write size, Object size, Bandwidth (MB/sec), Stddev Bandwidth, Max bandwidth (MB/sec), Min bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Stddev Latency(s), Max latency(s), Min latency(s) 
1, 117.238, 1000, 4194304, 4194304, 34.1187, 5.97608, 44, 0, 8, 1.5177, 11, 0, 0.117205, 0.0544867, 1.00434, 0.0641322
1, 113.745, 1000, 4194304, 4194304, 35.1664, 3.60362, 44, 24, 8, 0.900906, 11, 6, 0.113714, 0.0306088, 0.403967, 0.0598913
1, 112.214, 1000, 4194304, 4194304, 35.6462, 3.92923, 44, 16, 8, 0.982308, 11, 4, 0.112181, 0.0342541, 0.670867, 0.0625009
1, 113.486, 1000, 4194304, 4194304, 35.2465, 4.06583, 44, 24, 8, 1.01646, 11, 6, 0.113456, 0.0368683, 0.468776, 0.0605797
1, 113.071, 1000, 4194304, 4194304, 35.376, 4.19409, 44, 16, 8, 1.04852, 11, 4, 0.113039, 0.0316662, 0.397374, 0.0617635
1, 113.052, 1000, 4194304, 4194304, 35.3819, 3.56837, 44, 28, 8, 0.892092, 11, 7, 0.113019, 0.0291968, 0.319977, 0.0623377
1, 124.949, 1000, 4194304, 4194304, 32.0129, 3.3447, 40, 24, 8, 0.836174, 10, 6, 0.124916, 0.0337202, 0.417658, 0.0655652
1, 112.414, 1000, 4194304, 4194304, 35.5827, 3.99485, 44, 16, 8, 0.998712, 11, 4, 0.112384, 0.0302019, 0.41601, 0.0646439
1, 111.405, 1000, 4194304, 4194304, 35.9051, 3.55566, 44, 24, 8, 0.888916, 11, 6, 0.111373, 0.032502, 0.414059, 0.0630385
1, 114.566, 1000, 4194304, 4194304, 34.9142, 4.23337, 44, 12, 8, 1.05834, 11, 3, 0.114536, 0.0363916, 0.464862, 0.0633986
2, 69.8709, 1000, 4194304, 4194304, 57.2485, 6.1993, 72, 44, 14, 1.54983, 18, 11, 0.139651, 0.0487303, 0.350596, 0.0657451
2, 71.0734, 1000, 4194304, 4194304, 56.2799, 5.86803, 72, 40, 14, 1.46701, 18, 10, 0.142035, 0.0542194, 0.502925, 0.065286
2, 71.4394, 1000, 4194304, 4194304, 55.9915, 6.21493, 72, 44, 13, 1.55373, 18, 11, 0.142719, 0.050101, 0.404664, 0.0656842
2, 70.8208, 1000, 4194304, 4194304, 56.4805, 5.74979, 72, 44, 14, 1.43745, 18, 11, 0.141381, 0.0519777, 0.375535, 0.0658754
2, 72.6356, 1000, 4194304, 4194304, 55.0694, 6.23384, 68, 36, 13, 1.55846, 17, 9, 0.145105, 0.0523326, 0.386815, 0.0656455
2, 72.2252, 1000, 4194304, 4194304, 55.3824, 6.12749, 72, 40, 13, 1.53187, 18, 10, 0.144258, 0.0563768, 0.425434, 0.065898
2, 72.7672, 1000, 4194304, 4194304, 54.9698, 7.3233, 76, 32, 13, 1.83082, 19, 8, 0.145377, 0.0572754, 0.733764, 0.0661555
2, 73.8706, 1000, 4194304, 4194304, 54.1487, 5.3379, 64, 44, 13, 1.33447, 16, 11, 0.147649, 0.054897, 0.537392, 0.0620555
2, 71.2575, 1000, 4194304, 4194304, 56.1344, 5.95192, 68, 44, 14, 1.48798, 17, 11, 0.142415, 0.0514707, 0.39729, 0.062105
2, 70.613, 1000, 4194304, 4194304, 56.6468, 6.88744, 72, 36, 14, 1.72186, 18, 9, 0.141154, 0.0522045, 0.409253, 0.0652095
4, 50.6278, 1000, 4194304, 4194304, 79.008, 8.17163, 92, 60, 19, 2.04291, 23, 15, 0.202226, 0.0866276, 0.606896, 0.0717277
4, 50.9092, 1000, 4194304, 4194304, 78.5713, 8.47912, 92, 56, 19, 2.11978, 23, 14, 0.203295, 0.0800388, 0.578196, 0.0703647
4, 50.1094, 1000, 4194304, 4194304, 79.8254, 8.80964, 100, 60, 19, 2.20241, 25, 15, 0.200163, 0.0792729, 0.609535, 0.0730678
4, 50.4574, 1000, 4194304, 4194304, 79.2749, 7.51858, 96, 64, 19, 1.87964, 24, 16, 0.201455, 0.0853347, 0.791073, 0.0648702
4, 50.4539, 1000, 4194304, 4194304, 79.2802, 7.37829, 96, 64, 19, 1.84457, 24, 16, 0.201301, 0.0795605, 0.602047, 0.067006
4, 50.5185, 1000, 4194304, 4194304, 79.179, 9.57411, 96, 60, 19, 2.39353, 24, 15, 0.201557, 0.0811705, 0.588333, 0.0653552
4, 50.5193, 1000, 4194304, 4194304, 79.1777, 8.62119, 96, 60, 19, 2.1553, 24, 15, 0.201798, 0.0810948, 0.537851, 0.0789354
4, 50.0781, 1000, 4194304, 4194304, 79.8753, 7.93484, 92, 60, 19, 1.98371, 23, 15, 0.200015, 0.0827265, 0.766145, 0.0710194
4, 50.2304, 1000, 4194304, 4194304, 79.6331, 7.46147, 100, 68, 19, 1.86537, 25, 17, 0.200623, 0.0818667, 0.519475, 0.0726605
4, 50.6294, 1000, 4194304, 4194304, 79.0055, 10.3503, 100, 60, 19, 2.58757, 25, 15, 0.20229, 0.0871019, 0.764463, 0.0778644
8, 38.7392, 1000, 4194304, 4194304, 103.255, 10.2164, 124, 84, 25, 2.55411, 31, 21, 0.308843, 0.131829, 0.950421, 0.0789811
8, 40.4577, 1000, 4194304, 4194304, 98.8687, 10.7255, 120, 76, 24, 2.68137, 30, 19, 0.321268, 0.137089, 0.860432, 0.0897453
8, 40.5677, 1000, 4194304, 4194304, 98.6007, 10.8694, 120, 80, 24, 2.71735, 30, 20, 0.322429, 0.137469, 0.949911, 0.0890898
8, 40.7834, 1000, 4194304, 4194304, 98.0791, 10.4852, 124, 72, 24, 2.62129, 31, 18, 0.324542, 0.140021, 1.38758, 0.0778055
8, 40.5427, 1000, 4194304, 4194304, 98.6615, 10.6675, 116, 80, 24, 2.66687, 29, 20, 0.322681, 0.129299, 1.01222, 0.08291
8, 40.4832, 1000, 4194304, 4194304, 98.8064, 9.48954, 116, 80, 24, 2.37238, 29, 20, 0.322594, 0.136467, 0.850391, 0.0838658
8, 39.4573, 1000, 4194304, 4194304, 101.375, 12.4408, 124, 72, 25, 3.11021, 31, 18, 0.31355, 0.138307, 0.926162, 0.0782018
8, 39.0252, 1000, 4194304, 4194304, 102.498, 10.4112, 120, 80, 25, 2.60281, 30, 20, 0.310435, 0.136874, 0.844611, 0.0682749
8, 39.828, 1000, 4194304, 4194304, 100.432, 11.5778, 120, 72, 25, 2.89445, 30, 18, 0.317395, 0.140122, 0.815054, 0.0817349
8, 39.4876, 1000, 4194304, 4194304, 101.298, 8.50752, 120, 84, 25, 2.12688, 30, 21, 0.314825, 0.13868, 1.21566, 0.0720187
16, 35.1627, 1000, 4194304, 4194304, 113.757, 10.225, 128, 88, 28, 2.55626, 32, 22, 0.557907, 0.372552, 2.51279, 0.109101
16, 35.1421, 1000, 4194304, 4194304, 113.823, 12.1536, 136, 92, 28, 3.03841, 34, 23, 0.558435, 0.355308, 2.12545, 0.10523
16, 34.457, 1000, 4194304, 4194304, 116.087, 14.0125, 140, 76, 29, 3.50312, 35, 19, 0.544282, 0.310904, 2.26099, 0.101273
16, 34.5514, 1000, 4194304, 4194304, 115.77, 11.3345, 136, 96, 28, 2.83362, 34, 24, 0.54684, 0.313584, 2.11041, 0.103959
16, 35.2875, 1000, 4194304, 4194304, 113.354, 12.7708, 136, 80, 28, 3.19269, 34, 20, 0.556113, 0.32015, 2.3316, 0.101338
16, 35.0306, 1000, 4194304, 4194304, 114.186, 13.1003, 136, 80, 28, 3.27506, 34, 20, 0.553084, 0.329181, 2.39996, 0.0977093
16, 34.6366, 1000, 4194304, 4194304, 115.485, 9.72272, 128, 84, 28, 2.43068, 32, 21, 0.545576, 0.309131, 1.91497, 0.111044
16, 35.13, 1000, 4194304, 4194304, 113.863, 11.2038, 136, 72, 28, 2.80096, 34, 18, 0.555943, 0.304313, 1.84365, 0.116522
16, 34.908, 1000, 4194304, 4194304, 114.587, 13.898, 148, 84, 28, 3.47451, 37, 21, 0.553037, 0.325512, 1.89196, 0.110123
16, 34.3625, 1000, 4194304, 4194304, 116.406, 13.6621, 144, 84, 29, 3.41552, 36, 21, 0.546305, 0.316858, 1.67786, 0.101172
