Thread, Total time run, Total writes made, Write size, Object size, Bandwidth (MB/sec), Stddev Bandwidth, Max bandwidth (MB/sec), Min bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Stddev Latency(s), Max latency(s), Min latency(s) 
1, 141.979, 1000, 4194304, 4194304, 28.1731, 5.42739, 36, 4, 7, 1.35685, 9, 1, 0.141952, 0.0707687, 1.03427, 0.0971751
1, 138.739, 1000, 4194304, 4194304, 28.8312, 2.57797, 36, 20, 7, 0.644493, 9, 5, 0.138713, 0.0265297, 0.385781, 0.0985646
1, 138.526, 1000, 4194304, 4194304, 28.8755, 2.83679, 32, 16, 7, 0.709198, 8, 4, 0.138498, 0.0261917, 0.375803, 0.0935437
1, 137.738, 1000, 4194304, 4194304, 29.0406, 2.52187, 32, 24, 7, 0.630467, 8, 6, 0.137713, 0.0270546, 0.401275, 0.0912639
1, 137.394, 1000, 4194304, 4194304, 29.1133, 2.64486, 36, 24, 7, 0.661215, 9, 6, 0.137366, 0.0265861, 0.291627, 0.0950697
1, 137.508, 1000, 4194304, 4194304, 29.0892, 2.58974, 36, 24, 7, 0.647434, 9, 6, 0.137481, 0.027656, 0.449585, 0.0966179
1, 138.492, 1000, 4194304, 4194304, 28.8826, 2.6356, 36, 20, 7, 0.658899, 9, 5, 0.138467, 0.0262251, 0.437811, 0.0969684
1, 138.509, 1000, 4194304, 4194304, 28.8791, 2.72278, 36, 20, 7, 0.680694, 9, 5, 0.138484, 0.0280324, 0.419685, 0.0944519
1, 139.593, 1000, 4194304, 4194304, 28.6546, 2.81853, 32, 16, 7, 0.704633, 8, 4, 0.139569, 0.0284303, 0.483396, 0.0954002
1, 139.327, 1000, 4194304, 4194304, 28.7093, 2.84592, 36, 20, 7, 0.71148, 9, 5, 0.139303, 0.0280662, 0.382282, 0.0990929
2, 76.7039, 1000, 4194304, 4194304, 52.1486, 5.76791, 64, 36, 13, 1.44198, 16, 9, 0.153274, 0.0445862, 0.458383, 0.0927052
2, 78.8942, 1000, 4194304, 4194304, 50.7008, 4.75885, 60, 36, 12, 1.18971, 15, 9, 0.157723, 0.0447572, 0.451406, 0.0977926
2, 77.0331, 1000, 4194304, 4194304, 51.9258, 5.65589, 64, 32, 12, 1.41397, 16, 8, 0.153906, 0.0448329, 0.45202, 0.0963157
2, 76.8557, 1000, 4194304, 4194304, 52.0456, 5.46401, 64, 36, 13, 1.366, 16, 9, 0.153621, 0.0496973, 0.7071, 0.0938679
2, 76.1563, 1000, 4194304, 4194304, 52.5236, 5.26491, 64, 40, 13, 1.31623, 16, 10, 0.152205, 0.0442915, 0.513883, 0.0958446
2, 75.2855, 1000, 4194304, 4194304, 53.1311, 4.08345, 60, 40, 13, 1.02086, 15, 10, 0.150424, 0.0408855, 0.390878, 0.0929779
2, 76.5429, 1000, 4194304, 4194304, 52.2583, 6.1392, 64, 36, 13, 1.5348, 16, 9, 0.153003, 0.0482723, 0.473636, 0.0947166
2, 76.9201, 1000, 4194304, 4194304, 52.002, 4.18116, 60, 44, 13, 1.04529, 15, 11, 0.153641, 0.0413546, 0.359586, 0.0954312
2, 75.8421, 1000, 4194304, 4194304, 52.7412, 5.03795, 64, 40, 13, 1.25949, 16, 10, 0.15155, 0.040891, 0.400777, 0.0960644
2, 76.6389, 1000, 4194304, 4194304, 52.1928, 4.99347, 64, 40, 13, 1.24837, 16, 10, 0.153166, 0.0399251, 0.395379, 0.0943596
4, 52.1561, 1000, 4194304, 4194304, 76.6928, 9.92643, 92, 40, 19, 2.48161, 23, 10, 0.208083, 0.0931235, 0.908692, 0.0987499
4, 50.4983, 1000, 4194304, 4194304, 79.2106, 7.8221, 96, 60, 19, 1.95553, 24, 15, 0.20175, 0.0760805, 0.663692, 0.0996736
4, 49.5294, 1000, 4194304, 4194304, 80.76, 8.12404, 92, 52, 20, 2.03101, 23, 13, 0.19781, 0.0732233, 0.653331, 0.0986762
4, 49.9258, 1000, 4194304, 4194304, 80.119, 8.18494, 96, 60, 20, 2.04623, 24, 15, 0.199397, 0.0733192, 0.762376, 0.0981716
