Thread, Total time run, Total writes made, Write size, Object size, Bandwidth (MB/sec), Stddev Bandwidth, Max bandwidth (MB/sec), Min bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Stddev Latency(s), Max latency(s), Min latency(s) 
1, 114.992, 1000, 4194304, 4194304, 34.785, 6.11691, 44, 8, 8, 1.52923, 11, 2, 0.114964, 0.0597954, 0.997794, 0.0529005
1, 107.259, 1000, 4194304, 4194304, 37.2929, 3.18478, 44, 28, 9, 0.796195, 11, 7, 0.107232, 0.0258627, 0.227579, 0.0523317
1, 108.871, 1000, 4194304, 4194304, 36.7407, 4.192, 44, 24, 9, 1.048, 11, 6, 0.108844, 0.0318661, 0.347931, 0.0521715
1, 111.432, 1000, 4194304, 4194304, 35.8964, 4.39701, 48, 24, 8, 1.09925, 12, 6, 0.111405, 0.0347245, 0.419038, 0.0513541
1, 115.808, 1000, 4194304, 4194304, 34.54, 3.36464, 44, 24, 8, 0.841161, 11, 6, 0.115778, 0.0302869, 0.359021, 0.0600734
1, 111.064, 1000, 4194304, 4194304, 36.0153, 4.63975, 44, 20, 9, 1.15994, 11, 5, 0.111037, 0.0349666, 0.438069, 0.0547166
1, 112.83, 1000, 4194304, 4194304, 35.4516, 3.71438, 44, 24, 8, 0.928596, 11, 6, 0.112801, 0.0302435, 0.370936, 0.0508522
1, 115.529, 1000, 4194304, 4194304, 34.6232, 3.47597, 44, 20, 8, 0.868993, 11, 5, 0.1155, 0.0300206, 0.448588, 0.0535682
1, 111.043, 1000, 4194304, 4194304, 36.022, 4.31488, 48, 20, 9, 1.07872, 12, 5, 0.111016, 0.0327703, 0.366737, 0.0552181
1, 116.986, 1000, 4194304, 4194304, 34.1921, 3.51463, 44, 24, 8, 0.878657, 11, 6, 0.116956, 0.0311581, 0.404815, 0.0567132
2, 67.4802, 1000, 4194304, 4194304, 59.2766, 6.09172, 76, 44, 14, 1.52293, 19, 11, 0.134911, 0.0484645, 0.386603, 0.0534987
2, 63.4575, 1000, 4194304, 4194304, 63.0343, 6.12617, 72, 44, 15, 1.53154, 18, 11, 0.12684, 0.0484941, 0.443383, 0.0550284
2, 63.4807, 1000, 4194304, 4194304, 63.0112, 6.70893, 76, 48, 15, 1.67723, 19, 12, 0.12689, 0.0484887, 0.473198, 0.0530313
2, 65.2448, 1000, 4194304, 4194304, 61.3075, 6.89593, 76, 44, 15, 1.72398, 19, 11, 0.130408, 0.0529172, 0.475321, 0.0529757
2, 63.1288, 1000, 4194304, 4194304, 63.3625, 5.8456, 76, 52, 15, 1.4614, 19, 13, 0.126158, 0.0442086, 0.36992, 0.0529217
2, 63.8299, 1000, 4194304, 4194304, 62.6665, 7.49453, 76, 36, 15, 1.87363, 19, 9, 0.127551, 0.048348, 0.426362, 0.0528216
2, 62.6885, 1000, 4194304, 4194304, 63.8075, 6.76726, 80, 48, 15, 1.69182, 20, 12, 0.125324, 0.0508375, 0.74685, 0.0514947
2, 65.0629, 1000, 4194304, 4194304, 61.479, 6.57384, 72, 44, 15, 1.64346, 18, 11, 0.13006, 0.0538913, 0.56218, 0.0518888
2, 66.193, 1000, 4194304, 4194304, 60.4294, 8.48176, 76, 24, 15, 2.12044, 19, 6, 0.132256, 0.0594978, 0.779709, 0.0534737
2, 67.2493, 1000, 4194304, 4194304, 59.4802, 6.13079, 72, 40, 14, 1.5327, 18, 10, 0.134337, 0.0443831, 0.418417, 0.056141
4, 44.5678, 1000, 4194304, 4194304, 89.7509, 8.69059, 112, 68, 22, 2.17265, 28, 17, 0.177646, 0.0776844, 0.616632, 0.0566612
4, 45.4936, 1000, 4194304, 4194304, 87.9245, 9.22447, 104, 64, 21, 2.30612, 26, 16, 0.181635, 0.0829731, 1.05454, 0.0650138
4, 45.6704, 1000, 4194304, 4194304, 87.584, 9.73176, 104, 68, 21, 2.43294, 26, 17, 0.182441, 0.0783585, 0.534706, 0.0573156
4, 43.8343, 1000, 4194304, 4194304, 91.2527, 7.81967, 108, 80, 22, 1.95492, 27, 20, 0.174942, 0.0680434, 0.436074, 0.0586394
4, 45.2195, 1000, 4194304, 4194304, 88.4575, 10.4082, 112, 68, 22, 2.60206, 28, 17, 0.180417, 0.0801335, 0.795284, 0.0584306
4, 45.6047, 1000, 4194304, 4194304, 87.7102, 9.37911, 104, 64, 21, 2.34478, 26, 16, 0.181504, 0.0820272, 0.83053, 0.0554245
4, 44.1052, 1000, 4194304, 4194304, 90.6923, 8.57352, 104, 76, 22, 2.14338, 26, 19, 0.175894, 0.0781036, 0.603328, 0.0562641
4, 44.997, 1000, 4194304, 4194304, 88.8949, 8.7178, 112, 64, 22, 2.17945, 28, 16, 0.179604, 0.0758129, 0.548633, 0.0596264
4, 45.6065, 1000, 4194304, 4194304, 87.7068, 11.1504, 112, 64, 21, 2.7876, 28, 16, 0.181646, 0.0765852, 0.543915, 0.0571419
4, 43.5592, 1000, 4194304, 4194304, 91.829, 8.21095, 116, 68, 22, 2.05274, 29, 17, 0.173934, 0.0805655, 0.631027, 0.0545766
8, 34.8728, 1000, 4194304, 4194304, 114.703, 12.4971, 140, 88, 28, 3.12428, 35, 22, 0.277468, 0.127845, 1.0406, 0.0714515
8, 34.846, 1000, 4194304, 4194304, 114.791, 8.06834, 128, 100, 28, 2.01708, 32, 25, 0.276491, 0.12661, 1.25969, 0.0716953
8, 34.5485, 1000, 4194304, 4194304, 115.779, 10.2232, 136, 92, 28, 2.55579, 34, 23, 0.275473, 0.121104, 0.710152, 0.0694759
8, 34.5724, 1000, 4194304, 4194304, 115.699, 10.031, 140, 100, 28, 2.50774, 35, 25, 0.274896, 0.12699, 0.815575, 0.0661564
8, 35.0886, 1000, 4194304, 4194304, 113.997, 10.818, 140, 88, 28, 2.70449, 35, 22, 0.27908, 0.145157, 1.3581, 0.0709854
8, 35.2396, 1000, 4194304, 4194304, 113.509, 11.3173, 136, 92, 28, 2.82932, 34, 23, 0.280407, 0.132194, 0.89216, 0.0638594
8, 35.2363, 1000, 4194304, 4194304, 113.519, 11.2863, 136, 88, 28, 2.82159, 34, 22, 0.280923, 0.127172, 0.972119, 0.0654132
8, 34.6705, 1000, 4194304, 4194304, 115.372, 14.0572, 136, 76, 28, 3.51429, 34, 19, 0.276198, 0.127886, 0.706616, 0.066384
8, 34.6552, 1000, 4194304, 4194304, 115.423, 8.73944, 128, 92, 28, 2.18486, 32, 23, 0.275375, 0.131802, 1.03259, 0.0733155
8, 33.9799, 1000, 4194304, 4194304, 117.717, 10.4852, 136, 100, 29, 2.6213, 34, 25, 0.269778, 0.121695, 0.894331, 0.0665952
16, 32.4135, 1000, 4194304, 4194304, 123.405, 13.9469, 152, 88, 30, 3.48673, 38, 22, 0.513984, 0.376632, 2.84286, 0.0774939
16, 32.2032, 1000, 4194304, 4194304, 124.211, 11.3023, 152, 104, 31, 2.82557, 38, 26, 0.508955, 0.33071, 1.97235, 0.0778582
16, 32.2034, 1000, 4194304, 4194304, 124.211, 11.1464, 140, 92, 31, 2.7866, 35, 23, 0.51062, 0.30201, 2.19881, 0.0811679
16, 32.0007, 1000, 4194304, 4194304, 124.997, 15.6191, 156, 76, 31, 3.90478, 39, 19, 0.504931, 0.269571, 1.67379, 0.0820801
16, 32.6137, 1000, 4194304, 4194304, 122.648, 11.4695, 148, 104, 30, 2.86736, 37, 26, 0.514682, 0.436405, 2.79773, 0.0656521
16, 32.5957, 1000, 4194304, 4194304, 122.716, 11.288, 144, 100, 30, 2.822, 36, 25, 0.515182, 0.361759, 1.96868, 0.084497
16, 32.2652, 1000, 4194304, 4194304, 123.973, 13.5528, 140, 84, 30, 3.38819, 35, 21, 0.508812, 0.358041, 2.5925, 0.0824496
16, 32.251, 1000, 4194304, 4194304, 124.027, 8.91537, 144, 100, 31, 2.22884, 36, 25, 0.510925, 0.436136, 2.49513, 0.0705699
16, 32.1762, 1000, 4194304, 4194304, 124.315, 9.71779, 144, 96, 31, 2.42945, 36, 24, 0.509366, 0.369285, 3.08933, 0.0732698
16, 32.3882, 1000, 4194304, 4194304, 123.502, 14.0207, 148, 96, 30, 3.50518, 37, 24, 0.513462, 0.379276, 2.26377, 0.0770263
