Thread, Total time run, Total reads made, Read size, Object size, Bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Max latency(s), Min latency(s)
1, 63.6948, 1000, 4227072, 4227072, 63.2901, 15, 3.8784, 20, 2, 0.0636793, 0.820086, 0.0199487
1, 59.3101, 1000, 4227072, 4227072, 67.9691, 16, 2.23724, 21, 12, 0.0592945, 0.307981, 0.0202641
1, 58.3062, 1000, 4227072, 4227072, 69.1393, 17, 2.2513, 21, 10, 0.058291, 0.303165, 0.0205424
1, 59.068, 1000, 4227072, 4227072, 68.2476, 16, 2.35522, 20, 10, 0.0590522, 0.29681, 0.0201258
1, 58.3561, 1000, 4227072, 4227072, 69.0802, 17, 2.46868, 21, 11, 0.0583392, 0.299338, 0.0200437
1, 57.7128, 1000, 4227072, 4227072, 69.8502, 17, 2.09023, 21, 12, 0.0576975, 0.260094, 0.0200221
1, 58.5276, 1000, 4227072, 4227072, 68.8777, 17, 2.09398, 21, 12, 0.0585114, 0.270465, 0.020189
1, 57.7, 1000, 4227072, 4227072, 69.8657, 17, 2.16575, 20, 13, 0.0576841, 0.270042, 0.0205659
1, 57.7907, 1000, 4227072, 4227072, 69.756, 17, 2.03679, 21, 10, 0.0577762, 0.269601, 0.0206236
1, 58.9624, 1000, 4227072, 4227072, 68.3699, 16, 2.50396, 21, 9, 0.0589471, 0.380594, 0.0200347
2, 47.9727, 1000, 4227072, 4227072, 84.0321, 20, 2.80511, 26, 11, 0.0958863, 0.494968, 0.0217509
2, 47.056, 1000, 4227072, 4227072, 85.6693, 21, 2.28619, 25, 15, 0.0940527, 0.518932, 0.020261
2, 47.7812, 1000, 4227072, 4227072, 84.3689, 20, 2.18099, 25, 15, 0.0953739, 0.686644, 0.0209006
2, 47.3737, 1000, 4227072, 4227072, 85.0946, 21, 2.32411, 24, 15, 0.0946865, 0.527481, 0.0203102
2, 48.5023, 1000, 4227072, 4227072, 83.1147, 20, 2.53346, 25, 13, 0.0969224, 0.539785, 0.02042
2, 48.2942, 1000, 4227072, 4227072, 83.4728, 20, 2.98036, 26, 13, 0.0964002, 0.670892, 0.0205747
2, 48.4552, 1000, 4227072, 4227072, 83.1954, 20, 2.70662, 25, 14, 0.0968253, 0.539485, 0.0208509
2, 48.9154, 1000, 4227072, 4227072, 82.4127, 20, 2.40419, 25, 14, 0.0977704, 0.679364, 0.020741
2, 47.0645, 1000, 4227072, 4227072, 85.6537, 21, 2.38849, 26, 15, 0.0940722, 0.506193, 0.0203672
2, 47.9039, 1000, 4227072, 4227072, 84.1528, 20, 2.64278, 26, 12, 0.0957645, 1.15776, 0.0206929
4, 38.8043, 1000, 4227072, 4227072, 103.887, 25, 2.19465, 30, 20, 0.155045, 0.803853, 0.0259998
4, 39.183, 1000, 4227072, 4227072, 102.883, 25, 2.54302, 28, 15, 0.156536, 1.3543, 0.0230829
4, 39.0904, 1000, 4227072, 4227072, 103.126, 25, 1.78878, 29, 21, 0.156136, 1.12851, 0.0213551
4, 39.0261, 1000, 4227072, 4227072, 103.296, 25, 2.15962, 30, 22, 0.155855, 1.14523, 0.0212791
4, 39.3567, 1000, 4227072, 4227072, 102.429, 25, 2.40052, 30, 21, 0.156894, 0.717781, 0.0215796
4, 40.0855, 1000, 4227072, 4227072, 100.566, 24, 2.90711, 30, 12, 0.160185, 1.28544, 0.0220216
4, 38.9118, 1000, 4227072, 4227072, 103.6, 25, 2.06784, 30, 21, 0.15541, 0.790048, 0.0222534
4, 39.5378, 1000, 4227072, 4227072, 101.959, 25, 1.9039, 29, 21, 0.158, 1.14425, 0.0226937
4, 39.5008, 1000, 4227072, 4227072, 102.055, 25, 2.09588, 29, 21, 0.157807, 0.665844, 0.022319
4, 39.6929, 1000, 4227072, 4227072, 101.561, 25, 2.66354, 29, 15, 0.158542, 1.50422, 0.0206964
8, 35.0667, 1000, 4227072, 4227072, 114.96, 28, 1.46213, 32, 26, 0.279893, 0.968877, 0.0290678
8, 34.8239, 1000, 4227072, 4227072, 115.761, 28, 1.68801, 31, 25, 0.277774, 0.906247, 0.0317601
8, 35.3904, 1000, 4227072, 4227072, 113.908, 28, 2.06002, 31, 23, 0.282398, 1.29999, 0.0322639
8, 35.1198, 1000, 4227072, 4227072, 114.786, 28, 1.75471, 32, 24, 0.280102, 1.41358, 0.0259176
8, 35.39, 1000, 4227072, 4227072, 113.909, 28, 1.66173, 31, 25, 0.281468, 1.46096, 0.0316933
8, 35.205, 1000, 4227072, 4227072, 114.508, 28, 1.9062, 32, 24, 0.280911, 2.00938, 0.0301184
8, 34.9884, 1000, 4227072, 4227072, 115.217, 28, 1.98771, 32, 23, 0.278904, 1.08113, 0.0315784
8, 35.0889, 1000, 4227072, 4227072, 114.887, 28, 1.82098, 32, 25, 0.279703, 1.02168, 0.0316731
8, 35.1162, 1000, 4227072, 4227072, 114.797, 28, 1.8366, 32, 24, 0.279993, 0.91101, 0.0270667
8, 35.3472, 1000, 4227072, 4227072, 114.047, 28, 1.78368, 32, 24, 0.282021, 1.4239, 0.027006
