80.9075, 1000, 4194304, 4194304, 49.4392, 12, 5.2187, 20, 1, 0.0808908, 1.21404, 0.00857538
63.4552, 1000, 4194304, 4194304, 63.0366, 15, 1.25357, 20, 14, 0.0634398, 0.126315, 0.00638936
64.0624, 1000, 4194304, 4194304, 62.4391, 15, 1.45425, 21, 13, 0.0640461, 0.12854, 0.00677452
64.1975, 1000, 4194304, 4194304, 62.3078, 15, 1.29474, 19, 13, 0.064182, 0.140994, 0.00595275
64.0329, 1000, 4194304, 4194304, 62.4679, 15, 1.2034, 18, 13, 0.0640175, 0.122622, 0.00633378
63.7362, 1000, 4194304, 4194304, 62.7587, 15, 1.44395, 20, 12, 0.0637207, 0.141493, 0.0069328
64.4904, 1000, 4194304, 4194304, 62.0247, 15, 1.34519, 19, 13, 0.0644756, 0.125555, 0.00700964
63.9472, 1000, 4194304, 4194304, 62.5516, 15, 1.35599, 19, 13, 0.0639303, 0.13194, 0.00704422
64.2727, 1000, 4194304, 4194304, 62.2348, 15, 1.35547, 22, 13, 0.0642578, 0.139325, 0.00625903
64.1814, 1000, 4194304, 4194304, 62.3234, 15, 1.31903, 18, 13, 0.0641657, 0.14602, 0.00690336
40.2368, 1000, 4194304, 4194304, 99.4114, 24, 2.84244, 33, 20, 0.0804243, 0.552649, 0.00679496
40.648, 1000, 4194304, 4194304, 98.4059, 24, 2.8447, 32, 19, 0.0812322, 0.515866, 0.00643875
40.1974, 1000, 4194304, 4194304, 99.5089, 24, 2.48895, 31, 17, 0.0803455, 0.344942, 0.00701878
40.1784, 1000, 4194304, 4194304, 99.5561, 24, 2.45785, 33, 20, 0.0803144, 0.375199, 0.00672239
40.4684, 1000, 4194304, 4194304, 98.8426, 24, 2.80293, 31, 18, 0.0808884, 0.338889, 0.00655432
39.0657, 1000, 4194304, 4194304, 102.392, 25, 2.07257, 32, 22, 0.0780426, 0.309223, 0.00701221
40.3527, 1000, 4194304, 4194304, 99.126, 24, 2.25945, 30, 21, 0.0806131, 0.332889, 0.00636084
39.8591, 1000, 4194304, 4194304, 100.353, 25, 2.16648, 29, 21, 0.0796636, 0.338751, 0.00626311
40.0002, 1000, 4194304, 4194304, 99.9995, 24, 2.32251, 30, 21, 0.0799375, 0.35421, 0.00665388
40.2439, 1000, 4194304, 4194304, 99.3939, 24, 2.18151, 30, 21, 0.080404, 0.35363, 0.00641698
31.279, 1000, 4194304, 4194304, 127.881, 31, 2.96575, 42, 27, 0.124933, 0.455377, 0.00714779
