Thread, Total time run, Total reads made, Read size, Object size, Bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Max latency(s), Min latency(s)
1, 73.2083, 1000, 4194304, 4194304, 54.6386, 13, 4.15404, 18, 1, 0.0731931, 1.09605, 0.00346167
1, 64.8085, 1000, 4194304, 4194304, 61.7203, 15, 1.47793, 20, 12, 0.0647935, 0.136898, 0.002869
1, 64.7492, 1000, 4194304, 4194304, 61.7768, 15, 1.41281, 20, 13, 0.0647317, 0.132975, 0.00322327
1, 64.3429, 1000, 4194304, 4194304, 62.1669, 15, 1.48996, 20, 12, 0.0643268, 0.134821, 0.00294691
1, 64.7988, 1000, 4194304, 4194304, 61.7295, 15, 1.31987, 19, 13, 0.0647835, 0.135339, 0.00287218
1, 64.6837, 1000, 4194304, 4194304, 61.8394, 15, 1.40215, 19, 12, 0.0646685, 0.155199, 0.00323406
1, 64.5337, 1000, 4194304, 4194304, 61.9831, 15, 1.33333, 19, 13, 0.0645177, 0.142387, 0.00292664
1, 64.558, 1000, 4194304, 4194304, 61.9598, 15, 1.54295, 19, 13, 0.0645434, 0.152986, 0.00287963
1, 66.1831, 1000, 4194304, 4194304, 60.4384, 15, 1.93055, 19, 10, 0.0661677, 0.284657, 0.00270865
1, 64.7934, 1000, 4194304, 4194304, 61.7347, 15, 1.36713, 19, 12, 0.0647779, 0.134022, 0.00280316
2, 37.1836, 1000, 4194304, 4194304, 107.574, 26, 2.36624, 32, 23, 0.0743063, 0.363639, 0.00302421
2, 37.3589, 1000, 4194304, 4194304, 107.07, 26, 2.52108, 32, 20, 0.0746852, 0.313317, 0.00301743
2, 37.7888, 1000, 4194304, 4194304, 105.851, 26, 2.37606, 33, 22, 0.075516, 0.324578, 0.00270648
2, 37.034, 1000, 4194304, 4194304, 108.009, 27, 2.47207, 32, 21, 0.0740064, 0.308034, 0.00291501
2, 37.7323, 1000, 4194304, 4194304, 106.01, 26, 2.23103, 31, 23, 0.0754217, 0.326691, 0.00282938
2, 37.7355, 1000, 4194304, 4194304, 106.001, 26, 2.78483, 32, 20, 0.0754335, 0.346445, 0.00283155
2, 37.7936, 1000, 4194304, 4194304, 105.838, 26, 3.29528, 34, 20, 0.0755521, 0.555255, 0.00306871
2, 37.2865, 1000, 4194304, 4194304, 107.277, 26, 2.25046, 31, 23, 0.0745547, 0.332903, 0.00299856
2, 37.1502, 1000, 4194304, 4194304, 107.671, 26, 2.3896, 32, 22, 0.0742593, 0.342941, 0.00317659
2, 38.1272, 1000, 4194304, 4194304, 104.912, 26, 3.20606, 33, 18, 0.0762176, 0.36924, 0.00284644
4, 29.0907, 1000, 4194304, 4194304, 137.501, 34, 3.32219, 40, 28, 0.116051, 1.23561, 0.00294449
4, 28.518, 1000, 4194304, 4194304, 140.262, 35, 3.56404, 42, 29, 0.113981, 0.370533, 0.00311545
4, 28.8563, 1000, 4194304, 4194304, 138.618, 34, 3.02372, 40, 29, 0.11509, 0.343393, 0.00327197
4, 28.862, 1000, 4194304, 4194304, 138.591, 34, 3.12102, 41, 29, 0.115344, 0.641565, 0.00295843
4, 28.7844, 1000, 4194304, 4194304, 138.964, 34, 3.3812, 43, 29, 0.115073, 0.543833, 0.0032676
4, 28.6773, 1000, 4194304, 4194304, 139.483, 34, 3.65076, 46, 29, 0.114317, 0.419801, 0.00312013
4, 28.7337, 1000, 4194304, 4194304, 139.21, 34, 3.46009, 41, 29, 0.114631, 0.390123, 0.00288273
4, 28.6187, 1000, 4194304, 4194304, 139.769, 34, 3.92523, 46, 27, 0.114064, 0.587367, 0.00316672
4, 28.6655, 1000, 4194304, 4194304, 139.54, 34, 3.34443, 41, 29, 0.114176, 0.555167, 0.00309962
4, 29.2432, 1000, 4194304, 4194304, 136.784, 34, 5.53337, 45, 14, 0.116704, 1.1459, 0.00303064
8, 27.6951, 1000, 4194304, 4194304, 144.43, 36, 3.51351, 42, 29, 0.220818, 0.860382, 0.00321496
8, 27.6913, 1000, 4194304, 4194304, 144.45, 36, 3.9216, 45, 28, 0.22107, 0.786038, 0.0030792
8, 27.68, 1000, 4194304, 4194304, 144.508, 36, 3.79608, 44, 29, 0.22094, 0.755593, 0.0028952
8, 27.6881, 1000, 4194304, 4194304, 144.467, 36, 3.55542, 45, 29, 0.220944, 0.724883, 0.00331573
8, 27.6778, 1000, 4194304, 4194304, 144.52, 36, 3.9216, 45, 28, 0.220912, 0.790576, 0.0033538
8, 27.6685, 1000, 4194304, 4194304, 144.569, 36, 4.01422, 45, 29, 0.220696, 0.766603, 0.003352
8, 27.6817, 1000, 4194304, 4194304, 144.5, 36, 3.96602, 43, 28, 0.220895, 0.718207, 0.00328324
8, 27.663, 1000, 4194304, 4194304, 144.598, 36, 3.39599, 45, 30, 0.22084, 0.8052, 0.00328698
8, 27.6887, 1000, 4194304, 4194304, 144.463, 36, 4.21569, 46, 26, 0.220915, 1.1561, 0.00336054
8, 27.6868, 1000, 4194304, 4194304, 144.473, 36, 3.3665, 42, 29, 0.220977, 0.72617, 0.00332584
16, 27.6174, 1000, 4194304, 4194304, 144.836, 36, 4.12966, 46, 28, 0.438726, 2.4244, 0.0032769
16, 27.6341, 1000, 4194304, 4194304, 144.749, 36, 4.44273, 47, 29, 0.438722, 2.31611, 0.00321489
16, 27.6168, 1000, 4194304, 4194304, 144.839, 36, 4.56014, 45, 26, 0.438723, 2.10625, 0.00324084
16, 27.6199, 1000, 4194304, 4194304, 144.823, 36, 4.74777, 49, 27, 0.439269, 1.92112, 0.00347032
16, 27.6045, 1000, 4194304, 4194304, 144.904, 36, 5.08167, 48, 27, 0.438523, 2.21637, 0.00342415
16, 27.613, 1000, 4194304, 4194304, 144.859, 36, 4.58755, 46, 27, 0.438607, 2.60473, 0.00325382
16, 27.5953, 1000, 4194304, 4194304, 144.952, 36, 4.49533, 48, 27, 0.438758, 2.16407, 0.00295346
16, 27.6723, 1000, 4194304, 4194304, 144.549, 36, 4.42023, 46, 26, 0.439722, 1.919, 0.00336561
16, 27.6096, 1000, 4194304, 4194304, 144.877, 36, 4.15957, 45, 26, 0.438871, 3.35081, 0.0034292165
16, 27.7398, 1000, 4194304, 4194304, 144.197, 36, 4.40215, 46, 27, 0.439963, 2.11757, 0.00303571
