Thread, Total time run, Total reads made, Read size, Object size, Bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Max latency(s), Min latency(s)
4, 28.6508, 1000, 4194304, 4194304, 139.612, 34, 3.16792, 42, 29, 0.113574, 0.654203, 0.00283497
4, 28.3674, 1000, 4194304, 4194304, 141.007, 35, 3.27307, 41, 27, 0.112406, 0.402159, 0.00270829
4, 27.8824, 1000, 4194304, 4194304, 143.46, 35, 4.17256, 46, 30, 0.110721, 0.434866, 0.0031715
4, 28.3627, 1000, 4194304, 4194304, 141.031, 35, 2.38242, 40, 31, 0.112383, 0.536872, 0.00311608
4, 28.4552, 1000, 4194304, 4194304, 140.572, 35, 2.52475, 40, 31, 0.112897, 0.611435, 0.00276147
8, 28.7701, 1000, 4194304, 4194304, 139.033, 34, 2.68348, 41, 29, 0.22857, 0.811597, 0.00315145
8, 27.6126, 1000, 4194304, 4194304, 144.861, 36, 2.83296, 42, 32, 0.218718, 1.41695, 0.00300044
8, 27.6031, 1000, 4194304, 4194304, 144.911, 36, 3.91068, 42, 30, 0.218679, 1.49849, 0.00298974
8, 28.0537, 1000, 4194304, 4194304, 142.584, 35, 4.0308, 43, 28, 0.222612, 1.00717, 0.00303127
8, 27.8637, 1000, 4194304, 4194304, 143.556, 35, 3.38591, 42, 28, 0.221296, 0.786891, 0.00316933
8, 27.846, 1000, 4194304, 4194304, 143.647, 35, 4.42313, 48, 28, 0.220578, 0.977957, 0.00299514
8, 28.2166, 1000, 4194304, 4194304, 141.76, 35, 2.90866, 41, 29, 0.223189, 0.806087, 0.00292874
8, 26.7808, 1000, 4194304, 4194304, 149.361, 37, 4.16727, 51, 31, 0.212531, 1.03525, 0.00305602
8, 27.686, 1000, 4194304, 4194304, 144.477, 36, 2.97856, 43, 31, 0.219055, 1.5271, 0.00315945
8, 27.9813, 1000, 4194304, 4194304, 142.953, 35, 3.95307, 45, 27, 0.221835, 0.701079, 0.0030344
16, 27.0748, 1000, 4194304, 4194304, 147.739, 36, 4.39146, 47, 29, 0.428458, 2.0051, 0.00322541
16, 27.6572, 1000, 4194304, 4194304, 144.628, 36, 2.93131, 44, 30, 0.436673, 2.76762, 0.00309187
16, 28.4565, 1000, 4194304, 4194304, 140.566, 35, 4.1332, 48, 30, 0.448679, 2.04712, 0.00306504
16, 27.4841, 1000, 4194304, 4194304, 145.539, 36, 3.37411, 43, 29, 0.431684, 2.01248, 0.00327462
16, 27.7227, 1000, 4194304, 4194304, 144.286, 36, 3.03728, 44, 29, 0.436349, 3.06038, 0.00320993
16, 26.8819, 1000, 4194304, 4194304, 148.799, 37, 3.73178, 43, 29, 0.423348, 2.90597, 0.00292155
16, 26.9615, 1000, 4194304, 4194304, 148.36, 37, 4.59364, 50, 29, 0.425876, 2.4666, 0.00317954
16, 27.1668, 1000, 4194304, 4194304, 147.239, 36, 3.99358, 47, 30, 0.428889, 1.95422, 0.00305219
16, 26.3848, 1000, 4194304, 4194304, 151.602, 37, 4.7751, 46, 30, 0.416942, 2.8296, 0.0026973
16, 27.6766, 1000, 4194304, 4194304, 144.526, 36, 3.92051, 45, 29, 0.436696, 2.15025, 0.00306327
