Thread, Total time run, Total reads made, Read size, Object size, Bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Max latency(s), Min latency(s)
1, 64.2071, 1000, 4194304, 4194304, 62.2984, 15, 2.36998, 19, 5, 0.0633659, 1.00946, 0.00289129
1, 62.7413, 1000, 4194304, 4194304, 63.7539, 15, 1.63677, 20, 11, 0.0618639, 0.14836, 0.00295866
1, 61.6816, 1000, 4194304, 4194304, 64.8491, 16, 1.78319, 24, 13, 0.0608586, 0.155387, 0.00304747
1, 59.5897, 1000, 4194304, 4194304, 67.1257, 16, 2.00918, 23, 12, 0.0587943, 0.122237, 0.00308072
1, 61.032, 1000, 4194304, 4194304, 65.5393, 16, 1.46097, 19, 13, 0.0602842, 0.130121, 0.00277533
1, 62.0118, 1000, 4194304, 4194304, 64.5038, 16, 1.53756, 21, 14, 0.0611968, 0.133301, 0.00277026
1, 60.9465, 1000, 4194304, 4194304, 65.6313, 16, 1.55456, 20, 13, 0.0600894, 0.119103, 0.00285571
1, 62.2616, 1000, 4194304, 4194304, 64.2451, 16, 1.62387, 21, 13, 0.0614577, 0.176706, 0.00295539
1, 62.1318, 1000, 4194304, 4194304, 64.3793, 16, 1.67635, 19, 13, 0.0612732, 0.275847, 0.00282624
1, 62.8198, 1000, 4194304, 4194304, 63.6742, 15, 1.53481, 19, 13, 0.0619209, 0.266558, 0.00266876
2, 35.3845, 1000, 4194304, 4194304, 113.044, 28, 2.66884, 34, 23, 0.0699802, 0.315203, 0.0028195
2, 36.2958, 1000, 4194304, 4194304, 110.206, 27, 2.37229, 34, 24, 0.0717232, 0.338031, 0.00278155
2, 36.4342, 1000, 4194304, 4194304, 109.787, 27, 2.60204, 34, 22, 0.0721307, 0.312873, 0.00302851
2, 35.6237, 1000, 4194304, 4194304, 112.285, 28, 3.41229, 36, 17, 0.0704565, 0.364546, 0.00275002
2, 36.2613, 1000, 4194304, 4194304, 110.31, 27, 2.26078, 33, 23, 0.0717686, 0.305482, 0.00287747
2, 36.9126, 1000, 4194304, 4194304, 108.364, 27, 2.2989, 31, 22, 0.0730129, 0.307869, 0.00287248
2, 35.5783, 1000, 4194304, 4194304, 112.428, 28, 2.46317, 34, 22, 0.0703141, 0.294719, 0.00275268
2, 35.6378, 1000, 4194304, 4194304, 112.24, 28, 2.65684, 32, 22, 0.0704642, 0.332522, 0.00287233
2, 37.2336, 1000, 4194304, 4194304, 107.43, 26, 3.66298, 37, 20, 0.0736945, 0.492065, 0.00289251
2, 35.839, 1000, 4194304, 4194304, 111.61, 27, 2.43469, 34, 23, 0.0708846, 0.307203, 0.00271994
4, 29.1005, 1000, 4194304, 4194304, 137.455, 34, 3.21289, 43, 29, 0.115194, 0.702291, 0.00320742
4, 28.1879, 1000, 4194304, 4194304, 141.905, 35, 4.09591, 45, 28, 0.111771, 1.07525, 0.0028607
4, 28.1256, 1000, 4194304, 4194304, 142.219, 35, 3.52223, 48, 30, 0.111689, 0.398099, 0.00296041
4, 28.8516, 1000, 4194304, 4194304, 138.641, 34, 3.21126, 40, 30, 0.114383, 0.445012, 0.00309843
4, 28.7292, 1000, 4194304, 4194304, 139.231, 34, 4.31237, 46, 28, 0.113894, 0.422898, 0.00291583
