Total time run, Total reads made, Read size, Object size, Bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Max latency(s), Min latency(s)
13.3366, 1795, 4194304, 4194304, 538.37, 134, 7.84628, 147, 120, 0.0444827, 0.190041, 0.0129303
12.3358, 1795, 4194304, 4194304, 582.045, 145, 9.59956, 161, 132, 0.0479539, 0.256245, 0.0129137
12.3864, 1795, 4194304, 4194304, 579.669, 144, 9.42394, 157, 130, 0.0481701, 0.202734, 0.0129523
12.2824, 1795, 4194304, 4194304, 584.576, 146, 8.63923, 160, 129, 0.0477785, 0.267901, 0.012476
12.245, 1795, 4194304, 4194304, 586.359, 146, 7.17477, 159, 137, 0.0476375, 0.227329, 0.0124655
12.3353, 1795, 4194304, 4194304, 582.07, 145, 8.16125, 159, 134, 0.0479836, 0.259472, 0.0131929
12.374, 1795, 4194304, 4194304, 580.249, 145, 8.36071, 161, 130, 0.0480815, 0.238855, 0.013674
12.3591, 1795, 4194304, 4194304, 580.949, 145, 10.37, 157, 125, 0.048042, 0.29753, 0.0135463
12.1958, 1795, 4194304, 4194304, 588.725, 147, 10.3173, 166, 133, 0.0474552, 0.257729, 0.013865
12.1092, 1795, 4194304, 4194304, 592.937, 148, 9.82999, 163, 131, 0.0471451, 0.19478, 0.0137152
11.5354, 1795, 4194304, 4194304, 622.434, 155, 14.3812, 173, 124, 0.0512749, 0.288867, 0.0125591
11.4201, 1795, 4194304, 4194304, 628.717, 157, 14.8483, 186, 135, 0.0507005, 0.292968, 0.0125968
11.254, 1795, 4194304, 4194304, 637.997, 159, 16.7636, 184, 134, 0.0499995, 0.234573, 0.0133893
11.3049, 1795, 4194304, 4194304, 635.121, 158, 13.3737, 176, 136, 0.0502591, 0.248552, 0.0142022
11.2353, 1795, 4194304, 4194304, 639.058, 159, 10.3194, 179, 140, 0.0499468, 0.248079, 0.0126672
11.3654, 1795, 4194304, 4194304, 631.745, 157, 14.6275, 180, 134, 0.0505181, 0.243174, 0.0130755
