Total time run, Total writes made, Write size, Object size, Bandwidth (MB/sec), Stddev Bandwidth, Max bandwidth (MB/sec), Min bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Stddev Latency(s), Max latency(s), Min latency(s) 
30.0232, 1046, 262144, 262144, 8.70993, 0.900391, 10.25, 7, 34, 3.60156, 41, 28, 0.0286865, 0.0140919, 0.149851, 0.0176379
30.0273, 827, 524288, 524288, 13.7708, 1.97717, 18, 10, 27, 3.95434, 36, 20, 0.0362905, 0.0234425, 0.203624, 0.0203492
30.0395, 878, 524288, 524288, 14.6141, 1.65406, 17, 11, 29, 3.30812, 34, 22, 0.0341946, 0.0196013, 0.219685, 0.0211344
30.0541, 848, 524288, 524288, 14.1079, 1.91042, 18, 10.5, 28, 3.82084, 36, 21, 0.0354218, 0.0236174, 0.193516, 0.0210679
30.0274, 885, 524288, 524288, 14.7365, 1.56873, 18, 12, 29, 3.13746, 36, 24, 0.0339107, 0.0193069, 0.170902, 0.0214567
30.0222, 847, 524288, 524288, 14.1062, 2.15918, 18.5, 11, 28, 4.31836, 37, 22, 0.0354259, 0.0238435, 0.287161, 0.0206938
30.0837, 839, 524288, 524288, 13.9444, 2.51524, 17.5, 8.5, 27, 5.03048, 35, 17, 0.0358378, 0.0246639, 0.193777, 0.0208349
30.163, 827, 524288, 524288, 13.7089, 2.13644, 17.5, 9.5, 27, 4.27288, 35, 19, 0.0364539, 0.0261007, 0.305261, 0.0207359
30.0185, 840, 524288, 524288, 13.9914, 2.12734, 17.5, 10.5, 27, 4.25468, 35, 21, 0.0357172, 0.0250404, 0.255065, 0.0214238
30.0281, 821, 524288, 524288, 13.6705, 2.0692, 17.5, 8.5, 27, 4.13841, 35, 17, 0.0365554, 0.0251073, 0.275086, 0.0212578
30.1055, 695, 1048576, 1048576, 23.0855, 3.14844, 28, 17, 23, 3.14844, 28, 17, 0.0432939, 0.0267393, 0.253267, 0.0255732
30.0149, 692, 1048576, 1048576, 23.0552, 3.07922, 28, 18, 23, 3.07922, 28, 18, 0.0433487, 0.027637, 0.218757, 0.0249442
30.008, 703, 1048576, 1048576, 23.4271, 2.45792, 27, 19, 23, 2.45792, 27, 19, 0.0426622, 0.0286019, 0.230462, 0.0251119
30.0572, 700, 1048576, 1048576, 23.2889, 3.07549, 31, 19, 23, 3.07549, 31, 19, 0.042914, 0.0273399, 0.250439, 0.0253132
30.0155, 702, 1048576, 1048576, 23.3879, 3.17841, 29, 18, 23, 3.17841, 29, 18, 0.0427329, 0.0285055, 0.239148, 0.0252584
30.0298, 694, 1048576, 1048576, 23.1104, 3.39726, 29, 17, 23, 3.39726, 29, 17, 0.0432477, 0.0291614, 0.258205, 0.0234451
30.0025, 678, 1048576, 1048576, 22.5981, 3.51107, 30, 16, 22, 3.51107, 30, 16, 0.0442276, 0.0313317, 0.291321, 0.0247409
30.0287, 679, 1048576, 1048576, 22.6117, 3.88276, 30, 16, 22, 3.88276, 30, 16, 0.044201, 0.0312257, 0.278227, 0.0251987
30.0069, 681, 1048576, 1048576, 22.6947, 4.10495, 30, 12, 22, 4.10495, 30, 12, 0.0440414, 0.028891, 0.254629, 0.0234022
30.0313, 467, 2097152, 2097152, 31.1009, 4.29059, 40, 22, 15, 2.1453, 20, 11, 0.0642833, 0.033159, 0.260427, 0.0436534
30.0349, 462, 2097152, 2097152, 30.7642, 4.37811, 38, 20, 15, 2.18905, 19, 10, 0.0649844, 0.0369746, 0.328865, 0.0430102
30.0743, 468, 2097152, 2097152, 31.1229, 4.65894, 38, 20, 15, 2.32947, 19, 10, 0.0642389, 0.0323792, 0.235156, 0.0428967
30.0142, 451, 2097152, 2097152, 30.0524, 4.60884, 38, 22, 15, 2.30442, 19, 11, 0.0665223, 0.0365526, 0.312768, 0.0429876
30.0292, 458, 2097152, 2097152, 30.5037, 4.86177, 38, 20, 15, 2.43088, 19, 10, 0.0655411, 0.0373431, 0.446969, 0.0421302
30.0134, 473, 2097152, 2097152, 31.5192, 3.63634, 38, 22, 15, 1.81817, 19, 11, 0.0634305, 0.0301348, 0.237265, 0.0433222
30.0161, 441, 2097152, 2097152, 29.3842, 4.73675, 38, 20, 14, 2.36837, 19, 10, 0.0680399, 0.0412917, 0.386477, 0.0435119
30.0445, 462, 2097152, 2097152, 30.7544, 4.15172, 38, 22, 15, 2.07586, 19, 11, 0.065007, 0.0361053, 0.247458, 0.0435022
30.0375, 464, 2097152, 2097152, 30.8947, 4.15836, 38, 22, 15, 2.07918, 19, 11, 0.0647091, 0.0358694, 0.319571, 0.0431308
30.0576, 356, 3145728, 3145728, 35.5318, 6.82667, 48, 18, 11, 2.27556, 16, 6, 0.0844082, 0.0481032, 0.379909, 0.0544783
30.0491, 359, 3145728, 3145728, 35.8413, 6.54112, 45, 18, 11, 2.18037, 15, 6, 0.0836769, 0.0487715, 0.351983, 0.055045
30.0389, 346, 3145728, 3145728, 34.5552, 6.19093, 45, 24, 11, 2.06364, 15, 8, 0.0867933, 0.0501852, 0.363401, 0.0556485
30.0009, 343, 3145728, 3145728, 34.299, 6.29391, 42, 24, 11, 2.09797, 14, 8, 0.0874404, 0.0501086, 0.332503, 0.0558201
30.0503, 358, 3145728, 3145728, 35.74, 5.91404, 48, 27, 11, 1.97135, 16, 9, 0.0839137, 0.0441183, 0.337253, 0.0543439
30.0546, 363, 3145728, 3145728, 36.234, 4.72265, 48, 27, 12, 1.57422, 16, 9, 0.0827705, 0.0450077, 0.375378, 0.0540309
30.0873, 355, 3145728, 3145728, 35.397, 5.75715, 45, 21, 11, 1.91905, 15, 7, 0.0847297, 0.0489136, 0.435427, 0.0521473
30.0523, 364, 3145728, 3145728, 36.3366, 4.74995, 45, 24, 12, 1.58332, 15, 8, 0.0825343, 0.0477944, 0.449701, 0.0547593
30.0034, 367, 3145728, 3145728, 36.6958, 5.23652, 45, 21, 12, 1.74551, 15, 7, 0.0817291, 0.0430211, 0.4649, 0.0552902
30.1997, 304, 4194304, 4194304, 40.2652, 7.2283, 56, 28, 10, 1.80707, 14, 7, 0.099314, 0.0582012, 0.369997, 0.0605244
30.0704, 311, 4194304, 4194304, 41.3696, 6.91492, 56, 28, 10, 1.72873, 14, 7, 0.0966666, 0.0550696, 0.375489, 0.0580266
30.1629, 311, 4194304, 4194304, 41.2427, 8.02296, 56, 24, 10, 2.00574, 14, 6, 0.0969637, 0.0517696, 0.353696, 0.0619501
30.0968, 315, 4194304, 4194304, 41.8649, 6.00995, 52, 28, 10, 1.50249, 13, 7, 0.0955226, 0.0600549, 0.618832, 0.0610301
30.3363, 293, 4194304, 4194304, 38.6336, 7.27269, 52, 24, 9, 1.81817, 13, 6, 0.103515, 0.0651193, 0.396312, 0.0600927
30.0613, 297, 4194304, 4194304, 39.5193, 6.94676, 52, 20, 9, 1.73669, 13, 5, 0.101191, 0.0631959, 0.502839, 0.0599159
30.1254, 328, 4194304, 4194304, 43.5512, 7.37937, 56, 28, 10, 1.84484, 14, 7, 0.0918232, 0.0541254, 0.36448, 0.0604963
30.0052, 313, 4194304, 4194304, 41.7262, 8.10036, 56, 24, 10, 2.02509, 14, 6, 0.0958402, 0.0525972, 0.352712, 0.0598042
30.0212, 312, 4194304, 4194304, 41.5706, 6.34488, 60, 32, 10, 1.58622, 15, 8, 0.0961955, 0.0524133, 0.295102, 0.0607929
30.0087, 2494, 1024, 1024, 0.0811614, 0.00836514, 0.0917969, 0.0634766, 83, 8.5659, 94, 65, 0.0240491, 0.0138872, 0.183312, 0.00969324
30.0284, 2647, 1024, 1024, 0.0860839, 0.00548894, 0.0917969, 0.0634766, 88, 5.62067, 94, 65, 0.0226666, 0.0113341, 0.324473, 0.0116699
30.0193, 2726, 1024, 1024, 0.0886801, 0.0074288, 0.0986328, 0.0566406, 90, 7.60709, 101, 58, 0.0220032, 0.0106368, 0.222402, 0.00962024
30.0557, 2667, 1024, 1024, 0.0866554, 0.00427396, 0.09375, 0.0771484, 88, 4.37653, 96, 79, 0.0225037, 0.00912133, 0.202412, 0.0114913
30.0129, 2718, 1024, 1024, 0.0884386, 0.00777763, 0.0986328, 0.0527344, 90, 7.96429, 101, 54, 0.0220669, 0.0117842, 0.342385, 0.0109136
30.0117, 2674, 1024, 1024, 0.0870102, 0.00366235, 0.0927734, 0.0761719, 89, 3.75025, 95, 78, 0.0224313, 0.00834894, 0.0995004, 0.011969
30.0094, 2628, 1024, 1024, 0.08552, 0.00352276, 0.0917969, 0.078125, 87, 3.6073, 94, 80, 0.022821, 0.00929752, 0.0871262, 0.0105678
30.0194, 2735, 1024, 1024, 0.0889724, 0.00554052, 0.0966797, 0.0751953, 91, 5.67349, 99, 77, 0.0219302, 0.00871369, 0.0853489, 0.0108688
30.017, 2596, 1024, 1024, 0.0844573, 0.00457869, 0.09375, 0.0751953, 86, 4.68858, 96, 77, 0.0231034, 0.0117323, 0.191888, 0.0105234
30.0338, 2600, 2048, 2048, 0.169081, 0.0176973, 0.193359, 0.121094, 86, 9.06103, 99, 62, 0.0230758, 0.0137959, 0.200137, 0.00785143
30.0167, 2647, 2048, 2048, 0.172235, 0.00722465, 0.189453, 0.154297, 88, 3.69902, 97, 79, 0.0226583, 0.00840096, 0.08541, 0.010316
30.0174, 2629, 2048, 2048, 0.17106, 0.012359, 0.1875, 0.128906, 87, 6.32783, 96, 66, 0.0228138, 0.0114377, 0.262142, 0.0106142
30.0183, 2558, 2048, 2048, 0.166435, 0.00961495, 0.179688, 0.136719, 85, 4.92285, 92, 70, 0.0234507, 0.0103218, 0.155021, 0.0106549
30.0311, 2660, 2048, 2048, 0.172998, 0.00866812, 0.193359, 0.158203, 88, 4.43808, 99, 81, 0.0225604, 0.00885511, 0.100306, 0.0110485
30.0207, 2625, 2048, 2048, 0.17078, 0.0127584, 0.195312, 0.128906, 87, 6.53232, 100, 66, 0.022851, 0.0108791, 0.242527, 0.0107951
30.0143, 2698, 2048, 2048, 0.175568, 0.0136741, 0.193359, 0.125, 89, 7.00115, 99, 64, 0.022231, 0.010681, 0.276518, 0.0108891
30.0335, 2644, 2048, 2048, 0.171944, 0.00952607, 0.1875, 0.152344, 88, 4.87735, 96, 78, 0.0226969, 0.00887183, 0.104372, 0.00998972
