Total time run, Total reads made, Read size, Object size, Bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Max latency(s), Min latency(s)
30.0888, 3724, 4194304, 4194304, 495.068, 123, 6.00852, 136, 114, 0.0475457, 0.228365, 0.0078421
30.1037, 4119, 4194304, 4194304, 547.308, 136, 7.89121, 150, 121, 0.0501985, 0.266168, 0.00922904
30.0606, 4149, 4194304, 4194304, 552.085, 138, 7.61457, 157, 122, 0.0498078, 0.236786, 0.00742737
30.0652, 3943, 4194304, 4194304, 524.593, 131, 7.60528, 142, 112, 0.0524067, 0.251806, 0.00832921
30.1152, 3817, 4194304, 4194304, 506.986, 126, 6.03715, 138, 110, 0.0541978, 0.241461, 0.00840274
30.1142, 3831, 4194304, 4194304, 508.863, 127, 7.36128, 142, 110, 0.0540237, 0.298422, 0.00763582
30.1244, 3769, 4194304, 4194304, 500.458, 125, 8.76389, 140, 108, 0.0549415, 0.332486, 0.00866132
30.1084, 3598, 4194304, 4194304, 478.006, 119, 8.38691, 134, 99, 0.0575667, 0.435772, 0.00872817
30.0499, 3588, 4194304, 4194304, 477.605, 119, 8.17348, 136, 104, 0.0576597, 0.414122, 0.00817002
30.0589, 3614, 4194304, 4194304, 480.922, 120, 9.02748, 138, 105, 0.0572792, 0.340994, 0.00969783
30.1105, 4153, 4194304, 4194304, 551.701, 137, 7.80539, 154, 120, 0.0570112, 0.275527, 0.00848171
30.1112, 4212, 4194304, 4194304, 559.526, 139, 10.0632, 155, 112, 0.0561746, 0.273321, 0.00927697
30.0343, 4162, 4194304, 4194304, 554.3, 138, 7.68159, 157, 125, 0.0568351, 0.338362, 0.008572
30.0547, 4112, 4194304, 4194304, 547.269, 136, 9.08099, 152, 115, 0.0575341, 0.364157, 0.00943756
30.0474, 4137, 4194304, 4194304, 550.73, 137, 7.96321, 149, 120, 0.0571729, 0.361356, 0.00861706
30.1087, 4127, 4194304, 4194304, 548.28, 137, 9.52848, 151, 110, 0.0573233, 0.324502, 0.00818533
30.0464, 3953, 4194304, 4194304, 526.252, 131, 10.9505, 155, 104, 0.059868, 0.35354, 0.00828546
30.1331, 4130, 4194304, 4194304, 548.234, 137, 8.63706, 151, 119, 0.0573567, 0.285342, 0.00944081
30.0571, 4219, 4194304, 4194304, 561.464, 140, 10.0807, 159, 119, 0.0560701, 0.361546, 0.00795928
30.2414, 4430, 4194304, 4194304, 585.952, 146, 10.3006, 168, 127, 0.0602833, 0.346041, 0.0085096
30.1266, 4379, 4194304, 4194304, 581.413, 145, 12.6058, 164, 117, 0.0608694, 0.382619, 0.0100254
30.0809, 4443, 4194304, 4194304, 590.807, 147, 8.48968, 162, 127, 0.0599581, 0.331241, 0.00890187
30.1207, 4391, 4194304, 4194304, 583.12, 145, 10.8873, 160, 118, 0.060695, 0.383346, 0.00771334
