Thread, Total time run, Total reads made, Read size, Object size, Bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Max latency(s), Min latency(s)
1, 53.2495, 1000, 4194304, 4194304, 75.1181, 18, 2.23526, 22, 10, 0.0532322, 0.130383, 0.0103792
1, 52.1053, 1000, 4194304, 4194304, 76.7676, 19, 1.85809, 23, 15, 0.0520895, 0.270171, 0.0104343
1, 52.1766, 1000, 4194304, 4194304, 76.6627, 19, 1.81912, 24, 16, 0.0521576, 0.265791, 0.00998081
1, 52.6909, 1000, 4194304, 4194304, 75.9144, 18, 1.96001, 24, 14, 0.0526728, 0.283661, 0.0107698
1, 52.2119, 1000, 4194304, 4194304, 76.6109, 19, 1.62129, 23, 16, 0.0521945, 0.268884, 0.0111907
1, 52.183, 1000, 4194304, 4194304, 76.6534, 19, 1.89307, 23, 14, 0.0521655, 0.274986, 0.0101641
1, 52.0179, 1000, 4194304, 4194304, 76.8966, 19, 1.91318, 23, 15, 0.0520036, 0.263819, 0.0108569
1, 52.1591, 1000, 4194304, 4194304, 76.6884, 19, 1.61348, 22, 16, 0.0521415, 0.260227, 0.0102776
1, 52.5789, 1000, 4194304, 4194304, 76.0761, 19, 1.89943, 23, 14, 0.0525612, 0.274034, 0.0107961
1, 51.8494, 1000, 4194304, 4194304, 77.1465, 19, 1.84476, 24, 15, 0.0518338, 0.0975045, 0.0100022
2, 36.3941, 1000, 4194304, 4194304, 109.908, 27, 3.24588, 33, 19, 0.0727125, 0.56306, 0.00914022
2, 35.5454, 1000, 4194304, 4194304, 112.532, 28, 2.62503, 32, 23, 0.0710181, 0.360426, 0.0102494
2, 35.53, 1000, 4194304, 4194304, 112.581, 28, 2.73938, 33, 21, 0.0709812, 0.395417, 0.0104647
2, 35.1274, 1000, 4194304, 4194304, 113.871, 28, 2.60413, 35, 22, 0.0701766, 0.363954, 0.0108065
2, 35.5044, 1000, 4194304, 4194304, 112.662, 28, 2.97807, 34, 22, 0.0709353, 0.317013, 0.0104336
2, 35.2756, 1000, 4194304, 4194304, 113.393, 28, 2.76472, 33, 19, 0.0704543, 0.317584, 0.00981675
2, 35.3093, 1000, 4194304, 4194304, 113.285, 28, 2.76624, 35, 22, 0.0704822, 0.320228, 0.00979435
2, 35.726, 1000, 4194304, 4194304, 111.963, 27, 3.53803, 35, 19, 0.07138, 0.556323, 0.00966852
2, 37.7607, 1000, 4194304, 4194304, 105.93, 26, 4.42505, 34, 15, 0.0754435, 0.564757, 0.00907888
2, 36.0967, 1000, 4194304, 4194304, 110.813, 27, 2.95509, 32, 21, 0.072112, 0.353773, 0.010242
4, 30.0296, 1000, 4194304, 4194304, 133.202, 33, 3.48329, 41, 28, 0.119828, 0.605049, 0.0106447
4, 29.5425, 1000, 4194304, 4194304, 135.398, 33, 2.33099, 38, 29, 0.118043, 0.592654, 0.0123102
4, 29.7991, 1000, 4194304, 4194304, 134.232, 33, 3.07741, 41, 29, 0.119022, 0.874261, 0.011176
4, 29.6702, 1000, 4194304, 4194304, 134.816, 33, 2.957, 41, 27, 0.118497, 0.475972, 0.0102021
