Thread, Total time run, Total reads made, Read size, Object size, Bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Max latency(s), Min latency(s)
1, 56.8231, 1000, 4194304, 4194304, 70.3939, 17, 4.22485, 24, 1, 0.0568038, 0.957961, 0.0122703
1, 54.2008, 1000, 4194304, 4194304, 73.7996, 18, 3.27176, 25, 10, 0.0541842, 0.304309, 0.00978887
1, 54.8052, 1000, 4194304, 4194304, 72.9857, 18, 3.60201, 24, 10, 0.0547909, 0.307263, 0.00979162
1, 53.6332, 1000, 4194304, 4194304, 74.5807, 18, 2.92926, 24, 12, 0.053615, 0.267486, 0.00980711
1, 52.1429, 1000, 4194304, 4194304, 76.7122, 19, 2.74198, 24, 11, 0.0521286, 0.264991, 0.0102701
1, 53.1021, 1000, 4194304, 4194304, 75.3265, 18, 3.11977, 24, 13, 0.0530867, 0.269108, 0.00980491
1, 53.4685, 1000, 4194304, 4194304, 74.8104, 18, 2.69884, 25, 13, 0.0534529, 0.304408, 0.00961983
1, 53.4463, 1000, 4194304, 4194304, 74.8414, 18, 2.35971, 25, 14, 0.0534286, 0.275305, 0.0100975
1, 52.7083, 1000, 4194304, 4194304, 75.8893, 18, 1.97448, 24, 15, 0.0526928, 0.266716, 0.0105157
1, 53.6098, 1000, 4194304, 4194304, 74.6133, 18, 2.74126, 24, 10, 0.0535933, 0.270971, 0.0104681
2, 41.3312, 1000, 4194304, 4194304, 96.7791, 24, 3.78524, 32, 17, 0.0825957, 0.51408, 0.0114048
2, 39.1818, 1000, 4194304, 4194304, 102.088, 25, 2.77082, 31, 17, 0.0782814, 0.41246, 0.0137046
2, 39.4426, 1000, 4194304, 4194304, 101.413, 25, 2.78903, 32, 19, 0.078805, 0.33589, 0.0119355
2, 40.4797, 1000, 4194304, 4194304, 98.815, 24, 2.49307, 30, 19, 0.0809098, 0.556636, 0.0108834
2, 40.3534, 1000, 4194304, 4194304, 99.1242, 24, 3.43054, 30, 15, 0.0806713, 0.328749, 0.0111326
2, 39.9304, 1000, 4194304, 4194304, 100.174, 25, 3.66697, 30, 17, 0.0798003, 0.346106, 0.00997971
2, 39.3862, 1000, 4194304, 4194304, 101.558, 25, 2.72044, 31, 20, 0.0787023, 0.56279, 0.0116939
2, 39.662, 1000, 4194304, 4194304, 100.852, 25, 3.17335, 32, 17, 0.0790493, 0.453859, 0.0118114
2, 39.1015, 1000, 4194304, 4194304, 102.298, 25, 2.827, 31, 19, 0.0781185, 0.336087, 0.01055
2, 39.6684, 1000, 4194304, 4194304, 100.836, 25, 3.40417, 31, 17, 0.0792843, 0.353398, 0.0112339
