64.3545, 1000, 4194304, 4194304, 62.1558, 15, 1.29627, 19, 13, 0.0643394, 0.133998, 0.00702544
64.2882, 1000, 4194304, 4194304, 62.2198, 15, 1.47868, 20, 13, 0.0642734, 0.123032, 0.00600241
64.437, 1000, 4194304, 4194304, 62.0761, 15, 1.45833, 19, 12, 0.0644206, 0.132508, 0.00698242
63.7439, 1000, 4194304, 4194304, 62.7511, 15, 1.32756, 19, 13, 0.0637287, 0.16003, 0.00626646
63.8802, 1000, 4194304, 4194304, 62.6172, 15, 1.23131, 20, 13, 0.0638652, 0.148032, 0.00685305
64.0285, 1000, 4194304, 4194304, 62.4722, 15, 1.36413, 21, 13, 0.0640139, 0.139072, 0.0059523
64.3898, 1000, 4194304, 4194304, 62.1217, 15, 1.33296, 19, 13, 0.0643748, 0.141427, 0.00662963
64.2319, 1000, 4194304, 4194304, 62.2743, 15, 1.37869, 21, 13, 0.0642163, 0.128865, 0.00635826
63.9379, 1000, 4194304, 4194304, 62.5607, 15, 1.44979, 21, 12, 0.0639229, 0.142755, 0.00650302
64.5976, 1000, 4194304, 4194304, 61.9218, 15, 1.27232, 19, 13, 0.0645816, 0.146949, 0.00603502
40.8011, 1000, 4194304, 4194304, 98.0365, 24, 2.84244, 34, 18, 0.081554, 0.622629, 0.00678111
40.0331, 1000, 4194304, 4194304, 99.9174, 24, 2.29255, 30, 20, 0.0800219, 0.319692, 0.00681839
40.0328, 1000, 4194304, 4194304, 99.918, 24, 3.01237, 33, 19, 0.0800458, 0.329739, 0.00717407
39.3346, 1000, 4194304, 4194304, 101.692, 25, 2.15023, 31, 22, 0.0786438, 0.38861, 0.00635115
39.9485, 1000, 4194304, 4194304, 100.129, 25, 2.29622, 29, 22, 0.0797043, 0.360605, 0.00632381
39.9668, 1000, 4194304, 4194304, 100.083, 25, 2.81336, 33, 17, 0.0798487, 0.353352, 0.00700208
40.6363, 1000, 4194304, 4194304, 98.4341, 24, 2.42371, 30, 20, 0.0812096, 0.533069, 0.00669189
39.1774, 1000, 4194304, 4194304, 102.1, 25, 2.12561, 30, 22, 0.0783146, 0.30512, 0.00665723
39.7393, 1000, 4194304, 4194304, 100.656, 25, 2.79604, 31, 19, 0.0794279, 0.371707, 0.00628235
39.4018, 1000, 4194304, 4194304, 101.518, 25, 1.90035, 29, 22, 0.0787566, 0.298406, 0.00636687
31.1077, 1000, 4194304, 4194304, 128.586, 32, 3.01929, 40, 27, 0.124334, 0.447947, 0.0070777
31.1632, 1000, 4194304, 4194304, 128.356, 32, 3.06033, 40, 26, 0.124527, 0.427119, 0.00698945
31.3107, 1000, 4194304, 4194304, 127.752, 31, 2.27279, 36, 28, 0.124648, 0.464892, 0.00686959
31.3175, 1000, 4194304, 4194304, 127.724, 31, 2.20508, 37, 28, 0.125129, 0.453653, 0.00685381
31.2018, 1000, 4194304, 4194304, 128.198, 32, 2.68929, 37, 28, 0.124646, 0.432001, 0.00655297
31.1774, 1000, 4194304, 4194304, 128.298, 32, 2.79862, 39, 27, 0.124538, 0.597974, 0.00659222
31.303, 1000, 4194304, 4194304, 127.783, 31, 3.346, 40, 26, 0.12502, 0.59186, 0.00690677
31.241, 1000, 4194304, 4194304, 128.037, 32, 2.68929, 41, 29, 0.124838, 0.597654, 0.00684774
31.2695, 1000, 4194304, 4194304, 127.92, 31, 3.24485, 42, 26, 0.125015, 1.15613, 0.00678312
31.0184, 1000, 4194304, 4194304, 128.956, 32, 2.60025, 39, 28, 0.123969, 0.443761, 0.00673421
28.8837, 1000, 4194304, 4194304, 138.487, 34, 3.31643, 43, 30, 0.230319, 0.644609, 0.0065011
28.8953, 1000, 4194304, 4194304, 138.431, 34, 3.37337, 45, 30, 0.229856, 0.880631, 0.00646352
28.7556, 1000, 4194304, 4194304, 139.103, 34, 2.39377, 41, 30, 0.229273, 0.716294, 0.00667326
28.8521, 1000, 4194304, 4194304, 138.638, 34, 3.61508, 45, 29, 0.230201, 0.804822, 0.00673034
28.8125, 1000, 4194304, 4194304, 138.828, 34, 3.5051, 46, 28, 0.229849, 0.838696, 0.00675741
28.9286, 1000, 4194304, 4194304, 138.271, 34, 2.96429, 42, 29, 0.230267, 0.885254, 0.00714768
28.8814, 1000, 4194304, 4194304, 138.497, 34, 2.94819, 43, 30, 0.23035, 0.742883, 0.00670788
28.9406, 1000, 4194304, 4194304, 138.214, 34, 2.44083, 40, 31, 0.231113, 0.995228, 0.00740872
28.8594, 1000, 4194304, 4194304, 138.603, 34, 2.90866, 43, 31, 0.230277, 0.919, 0.00618739
28.8943, 1000, 4194304, 4194304, 138.436, 34, 3.46868, 44, 30, 0.230442, 0.952319, 0.0070292
28.4676, 1000, 4194304, 4194304, 140.511, 35, 3.25849, 41, 29, 0.452308, 2.19562, 0.00664939
28.4618, 1000, 4194304, 4194304, 140.539, 35, 3.90004, 43, 28, 0.452388, 2.42226, 0.00778272
28.4557, 1000, 4194304, 4194304, 140.569, 35, 3.61563, 44, 27, 0.452414, 1.99133, 0.0073826
28.4515, 1000, 4194304, 4194304, 140.59, 35, 3.18956, 43, 29, 0.45196, 2.01509, 0.00730399
28.4225, 1000, 4194304, 4194304, 140.734, 35, 3.33016, 40, 28, 0.451903, 1.96687, 0.0075012
28.3922, 1000, 4194304, 4194304, 140.884, 35, 3.23567, 44, 31, 0.451255, 2.34721, 0.00741442
28.3978, 1000, 4194304, 4194304, 140.856, 35, 3.22421, 41, 29, 0.451692, 2.11727, 0.00748514
28.4539, 1000, 4194304, 4194304, 140.578, 35, 2.84591, 41, 30, 0.452301, 2.10066, 0.00777806
28.4303, 1000, 4194304, 4194304, 140.695, 35, 2.91025, 41, 31, 0.452194, 2.32667, 0.00684976
28.5307, 1000, 4194304, 4194304, 140.2, 35, 3.47535, 43, 29, 0.452177, 2.00436, 0.00663342
