Thread, Total time run, Total writes made, Write size, Object size, Bandwidth (MB/sec), Stddev Bandwidth, Max bandwidth (MB/sec), Min bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Stddev Latency(s), Max latency(s), Min latency(s) 
1, 201.932, 1000, 4194304, 4194304, 19.8086, 5.26568, 24, 0, 4, 1.3253, 6, 0, 0.201902, 0.116385, 1.32996, 0.142805
1, 186.983, 1000, 4194304, 4194304, 21.3923, 2.32095, 28, 16, 5, 0.580237, 7, 4, 0.186956, 0.0329592, 0.43361, 0.143889
1, 185.903, 1000, 4194304, 4194304, 21.5166, 2.27488, 28, 16, 5, 0.568721, 7, 4, 0.185875, 0.0313864, 0.496772, 0.142822
1, 187.532, 1000, 4194304, 4194304, 21.3296, 2.37267, 28, 16, 5, 0.593168, 7, 4, 0.187506, 0.0345397, 0.415622, 0.141581
1, 186.668, 1000, 4194304, 4194304, 21.4284, 2.17267, 24, 16, 5, 0.543167, 6, 4, 0.186635, 0.0325358, 0.389803, 0.144106
1, 189.758, 1000, 4194304, 4194304, 21.0795, 2.86984, 24, 8, 5, 0.717459, 6, 2, 0.189729, 0.0474235, 0.766066, 0.143364
1, 187.579, 1000, 4194304, 4194304, 21.3243, 2.43808, 24, 12, 5, 0.609519, 6, 3, 0.187555, 0.0390131, 0.51309, 0.141299
1, 185.022, 1000, 4194304, 4194304, 21.619, 2.17766, 24, 16, 5, 0.544416, 6, 4, 0.185, 0.0322948, 0.483366, 0.140995
1, 330.836, 1000, 4194304, 4194304, 12.0906, 2.4185, 28, 16, 3, 0.604624, 7, 4, 0.330811, 4.57597, 144.887, 0.141475
1, 187.155, 1000, 4194304, 4194304, 21.3727, 2.5585, 28, 12, 5, 0.639625, 7, 3, 0.187125, 0.0387614, 0.642706, 0.144035
2, 105.019, 1000, 4194304, 4194304, 38.0883, 4.47607, 48, 24, 9, 1.11902, 12, 6, 0.209918, 0.0569405, 0.557881, 0.141193
2, 105.102, 1000, 4194304, 4194304, 38.0584, 4.64474, 48, 24, 9, 1.16119, 12, 6, 0.21002, 0.0618103, 0.67472, 0.141526
2, 106.13, 1000, 4194304, 4194304, 37.6896, 4.44901, 44, 28, 9, 1.11225, 11, 7, 0.212102, 0.0603612, 0.600161, 0.141884
2, 105.393, 1000, 4194304, 4194304, 37.953, 4.57738, 44, 24, 9, 1.14434, 11, 6, 0.210622, 0.0593801, 0.610188, 0.144531
2, 105.094, 1000, 4194304, 4194304, 38.0613, 4.3364, 48, 28, 9, 1.0841, 12, 7, 0.210066, 0.0583513, 0.716997, 0.141984
2, 104.941, 1000, 4194304, 4194304, 38.1168, 4.20747, 48, 28, 9, 1.05187, 12, 7, 0.209758, 0.0589399, 0.686011, 0.143977
2, 107.635, 1000, 4194304, 4194304, 37.1628, 4.45673, 48, 24, 9, 1.11418, 12, 6, 0.215166, 0.0607141, 0.742868, 0.143762
2, 109.025, 1000, 4194304, 4194304, 36.6889, 4.47259, 48, 16, 9, 1.11815, 12, 4, 0.217993, 0.0636216, 0.682449, 0.142499
2, 107.919, 1000, 4194304, 4194304, 37.0648, 5.19322, 44, 12, 9, 1.2983, 11, 3, 0.215652, 0.0715051, 1.11217, 0.142686
2, 105.918, 1000, 4194304, 4194304, 37.7651, 4.95903, 48, 24, 9, 1.23976, 12, 6, 0.211619, 0.0576993, 0.533709, 0.146694
4, 78.0701, 1000, 4194304, 4194304, 51.236, 7.16003, 68, 32, 12, 1.79001, 17, 8, 0.311862, 0.133936, 1.32569, 0.144389
4, 71.6346, 1000, 4194304, 4194304, 55.839, 6.46526, 72, 40, 13, 1.61632, 18, 10, 0.286283, 0.104769, 0.897031, 0.149206
4, 72.9032, 1000, 4194304, 4194304, 54.8672, 6.15273, 68, 28, 13, 1.53818, 17, 7, 0.290864, 0.0991778, 0.97761, 0.144733
4, 73.0109, 1000, 4194304, 4194304, 54.7864, 7.44988, 68, 32, 13, 1.86247, 17, 8, 0.291776, 0.109722, 1.05905, 0.145367
4, 72.5364, 1000, 4194304, 4194304, 55.1447, 7.27699, 68, 32, 13, 1.81925, 17, 8, 0.289598, 0.108055, 0.917421, 0.146592
4, 71.6342, 1000, 4194304, 4194304, 55.8392, 6.79116, 68, 32, 13, 1.69779, 17, 8, 0.286066, 0.0938806, 0.933764, 0.147168
