Thread, Total time run, Total writes made, Write size, Object size, Bandwidth (MB/sec), Stddev Bandwidth, Max bandwidth (MB/sec), Min bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Stddev Latency(s), Max latency(s), Min latency(s) 
4, 72.6549, 1000, 4194304, 4194304, 55.0548, 7.19916, 68, 32, 13, 1.79979, 17, 8, 0.290169, 0.109124, 1.16022, 0.144966
4, 71.0218, 1000, 4194304, 4194304, 56.3207, 6.80584, 72, 32, 14, 1.70146, 18, 8, 0.283627, 0.0947218, 0.941781, 0.142462
4, 72.3594, 1000, 4194304, 4194304, 55.2796, 6.81134, 68, 36, 13, 1.70284, 17, 9, 0.289008, 0.100076, 0.964918, 0.145222
4, 73.9241, 1000, 4194304, 4194304, 54.1095, 7.36605, 68, 24, 13, 1.84151, 17, 6, 0.295358, 0.122614, 1.47562, 0.148012
8, 59.7282, 1000, 4194304, 4194304, 66.97, 8.53555, 84, 40, 16, 2.13389, 21, 10, 0.475362, 0.180049, 1.31311, 0.170033
8, 60.7261, 1000, 4194304, 4194304, 65.8695, 8.84033, 84, 44, 16, 2.21008, 21, 11, 0.479231, 0.196507, 1.54834, 0.170039
8, 58.9038, 1000, 4194304, 4194304, 67.9074, 8.58959, 80, 40, 16, 2.1474, 20, 10, 0.469683, 0.168716, 1.5654, 0.155619
8, 58.6738, 1000, 4194304, 4194304, 68.1735, 8.22461, 80, 44, 17, 2.05615, 20, 11, 0.467295, 0.169985, 1.67627, 0.16236
8, 60.3735, 1000, 4194304, 4194304, 66.2543, 9.78411, 88, 20, 16, 2.44603, 22, 5, 0.481616, 0.216024, 2.05686, 0.17079
8, 58.8995, 1000, 4194304, 4194304, 67.9123, 7.04836, 84, 48, 16, 1.76209, 21, 12, 0.469202, 0.182765, 1.80833, 0.157363
8, 60.0204, 1000, 4194304, 4194304, 66.644, 10.07, 88, 44, 16, 2.51751, 22, 11, 0.478455, 0.202972, 1.83059, 0.158229
8, 58.8383, 1000, 4194304, 4194304, 67.983, 7.71294, 84, 48, 16, 1.92823, 21, 12, 0.469286, 0.168664, 1.13206, 0.160115
8, 60.0742, 1000, 4194304, 4194304, 66.5843, 9.63867, 84, 36, 16, 2.40967, 21, 9, 0.479583, 0.199448, 1.649, 0.151911
8, 59.1084, 1000, 4194304, 4194304, 67.6722, 8.20942, 84, 52, 16, 2.05235, 21, 13, 0.4721, 0.161408, 1.35904, 0.150533
16, 57.0418, 1000, 4194304, 4194304, 70.124, 12.7639, 96, 28, 17, 3.19098, 24, 7, 0.89962, 0.405827, 2.65621, 0.261389
16, 55.3156, 1000, 4194304, 4194304, 72.3124, 10.4069, 96, 32, 18, 2.60173, 24, 8, 0.872607, 0.389962, 2.71464, 0.211169
16, 56.2202, 1000, 4194304, 4194304, 71.1488, 10.6513, 96, 36, 17, 2.66282, 24, 9, 0.891481, 0.390907, 3.03514, 0.217428
16, 55.4975, 1000, 4194304, 4194304, 72.0753, 10.0198, 92, 32, 18, 2.50494, 23, 8, 0.880679, 0.406285, 3.97185, 0.169119
16, 55.1621, 1000, 4194304, 4194304, 72.5136, 10.3113, 92, 36, 18, 2.57781, 23, 9, 0.874635, 0.384206, 3.82308, 0.212287
16, 55.6335, 1000, 4194304, 4194304, 71.8992, 11.0867, 92, 32, 17, 2.77167, 23, 8, 0.883406, 0.388163, 2.54745, 0.243246
16, 56.5788, 1000, 4194304, 4194304, 70.6979, 9.987, 88, 32, 17, 2.49675, 22, 8, 0.897233, 0.399558, 2.90418, 0.217036
16, 56.6644, 1000, 4194304, 4194304, 70.591, 12.3221, 92, 16, 17, 3.08052, 23, 4, 0.899636, 0.434914, 3.55067, 0.183662
16, 54.8481, 1000, 4194304, 4194304, 72.9287, 10.2224, 100, 32, 18, 2.5556, 25, 8, 0.87122, 0.440573, 3.1956, 0.190726
16, 55.4058, 1000, 4194304, 4194304, 72.1946, 12.5778, 108, 28, 18, 3.14445, 27, 7, 0.879292, 0.384376, 2.51042, 0.180572
