Thread, Total time run, Total writes made, Write size, Object size, Bandwidth (MB/sec), Stddev Bandwidth, Max bandwidth (MB/sec), Min bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Stddev Latency(s), Max latency(s), Min latency(s) 
1, 184.432, 1000, 4194304, 4194304, 21.6882, 3.40719, 28, 8, 5, 0.851797, 7, 2, 0.184409, 0.061408, 1.08878, 0.0809359
1, 182.97, 1000, 4194304, 4194304, 21.8615, 3.02082, 32, 12, 5, 0.755206, 8, 3, 0.182936, 0.0449329, 0.566818, 0.0797001
1, 183.498, 1000, 4194304, 4194304, 21.7986, 2.73772, 28, 16, 5, 0.68443, 7, 4, 0.183468, 0.0445113, 0.477233, 0.0799008
1, 181.557, 1000, 4194304, 4194304, 22.0317, 2.94012, 32, 16, 5, 0.735031, 8, 4, 0.181528, 0.0459674, 0.437502, 0.0810574
1, 181.72, 1000, 4194304, 4194304, 22.0119, 3.11625, 32, 12, 5, 0.779061, 8, 3, 0.181697, 0.044204, 0.443573, 0.0823548
1, 181.292, 1000, 4194304, 4194304, 22.0639, 2.81607, 28, 16, 5, 0.704018, 7, 4, 0.181267, 0.0437649, 0.472289, 0.0801748
1, 182.196, 1000, 4194304, 4194304, 21.9544, 2.93545, 28, 12, 5, 0.733861, 7, 3, 0.182174, 0.0450988, 0.398931, 0.0800828
1, 180.865, 1000, 4194304, 4194304, 22.1159, 2.78642, 28, 16, 5, 0.696604, 7, 4, 0.180843, 0.0435195, 0.380459, 0.0790225
1, 182.827, 1000, 4194304, 4194304, 21.8786, 2.9328, 32, 16, 5, 0.733199, 8, 4, 0.182804, 0.0438431, 0.460297, 0.0793463
1, 181.337, 1000, 4194304, 4194304, 22.0584, 2.87851, 28, 12, 5, 0.719627, 7, 3, 0.181314, 0.0451304, 0.385509, 0.0766298
2, 107.945, 1000, 4194304, 4194304, 37.056, 4.57512, 44, 28, 9, 1.14378, 11, 7, 0.21584, 0.0737174, 0.654623, 0.0821603
2, 106.727, 1000, 4194304, 4194304, 37.4788, 3.8718, 48, 28, 9, 0.96795, 12, 7, 0.21334, 0.0667917, 0.608215, 0.0793023
2, 106.436, 1000, 4194304, 4194304, 37.5812, 4.70285, 48, 24, 9, 1.17571, 12, 6, 0.212719, 0.0686486, 0.58737, 0.0821422
2, 107.457, 1000, 4194304, 4194304, 37.2242, 5.44516, 52, 24, 9, 1.36129, 13, 6, 0.214842, 0.068154, 0.595468, 0.0788335
2, 105.057, 1000, 4194304, 4194304, 38.0745, 4.71083, 52, 28, 9, 1.17771, 13, 7, 0.21004, 0.0647819, 0.523896, 0.0798342
2, 103.313, 1000, 4194304, 4194304, 38.7172, 5.07863, 48, 24, 9, 1.26966, 12, 6, 0.206424, 0.0665482, 0.597338, 0.0809972
2, 104.155, 1000, 4194304, 4194304, 38.4044, 4.61384, 48, 28, 9, 1.15346, 12, 7, 0.208183, 0.0668092, 0.593796, 0.0789247
2, 108.035, 1000, 4194304, 4194304, 37.0251, 4.41323, 48, 24, 9, 1.10331, 12, 6, 0.215869, 0.0715052, 0.579243, 0.0811945
2, 105.163, 1000, 4194304, 4194304, 38.0361, 4.99582, 52, 24, 9, 1.24896, 13, 6, 0.210129, 0.0717562, 0.68962, 0.0770028
2, 105.098, 1000, 4194304, 4194304, 38.0597, 4.47639, 48, 24, 9, 1.1191, 12, 6, 0.210154, 0.0620632, 0.517053, 0.0803361
4, 71.9673, 1000, 4194304, 4194304, 55.5808, 7.49642, 72, 40, 13, 1.87411, 18, 10, 0.287321, 0.115525, 0.820153, 0.0794135
4, 71.0738, 1000, 4194304, 4194304, 56.2795, 7.19759, 76, 40, 14, 1.7994, 19, 10, 0.283395, 0.107874, 0.8241, 0.074816
