Thread, Total time run, Total writes made, Write size, Object size, Bandwidth (MB/sec), Stddev Bandwidth, Max bandwidth (MB/sec), Min bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Stddev Latency(s), Max latency(s), Min latency(s) 
2, 100.784, 1000, 4194304, 4194304, 39.689, 3.62617, 48, 32, 9, 0.906542, 12, 8, 0.20138, 0.0431785, 0.434835, 0.131153
2, 101.151, 1000, 4194304, 4194304, 39.5448, 4.12939, 48, 28, 9, 1.03235, 12, 7, 0.202267, 0.0445045, 0.523533, 0.132928
2, 101.56, 1000, 4194304, 4194304, 39.3856, 3.6979, 44, 32, 9, 0.924475, 11, 8, 0.203001, 0.0433168, 0.45767, 0.134183
2, 102.867, 1000, 4194304, 4194304, 38.885, 3.83326, 48, 28, 9, 0.958314, 12, 7, 0.205528, 0.0478841, 0.537864, 0.131128
2, 102.549, 1000, 4194304, 4194304, 39.0058, 3.6233, 48, 28, 9, 0.905826, 12, 7, 0.205013, 0.0455908, 0.565336, 0.133374
2, 102.902, 1000, 4194304, 4194304, 38.8718, 4.37373, 48, 24, 9, 1.09343, 12, 6, 0.205648, 0.0447568, 0.484732, 0.128113
2, 101.905, 1000, 4194304, 4194304, 39.2523, 4.45492, 48, 32, 9, 1.11373, 12, 8, 0.203669, 0.0453382, 0.471756, 0.131879
2, 102.036, 1000, 4194304, 4194304, 39.2018, 3.83163, 48, 28, 9, 0.957909, 12, 7, 0.203986, 0.0458099, 0.44241, 0.132477
2, 101.783, 1000, 4194304, 4194304, 39.2991, 3.82467, 44, 24, 9, 0.956168, 11, 6, 0.203392, 0.0485297, 0.671003, 0.127937
4, 68.7266, 1000, 4194304, 4194304, 58.2016, 6.34839, 68, 44, 14, 1.5871, 17, 11, 0.274434, 0.0761232, 0.686099, 0.138204
4, 68.3151, 1000, 4194304, 4194304, 58.5522, 5.82447, 72, 44, 14, 1.45612, 18, 11, 0.272987, 0.0787372, 0.734245, 0.137759
4, 68.6436, 1000, 4194304, 4194304, 58.272, 5.23747, 72, 44, 14, 1.30937, 18, 11, 0.274287, 0.0746352, 0.68351, 0.138801
4, 68.4854, 1000, 4194304, 4194304, 58.4066, 6.26346, 68, 36, 14, 1.56586, 17, 9, 0.273456, 0.0831989, 1.27207, 0.144856
4, 68.9063, 1000, 4194304, 4194304, 58.0499, 6.35253, 72, 44, 14, 1.58813, 18, 11, 0.275429, 0.0826477, 0.718381, 0.134001
4, 68.9571, 1000, 4194304, 4194304, 58.0071, 5.28553, 68, 48, 14, 1.32138, 17, 12, 0.275428, 0.0829182, 0.871495, 0.135198
4, 68.0369, 1000, 4194304, 4194304, 58.7916, 5.19201, 68, 44, 14, 1.298, 17, 11, 0.271596, 0.0770045, 0.769768, 0.138571
4, 69.1909, 1000, 4194304, 4194304, 57.8111, 5.88031, 68, 36, 14, 1.47008, 17, 9, 0.276356, 0.0863488, 0.936992, 0.138218
4, 68.3344, 1000, 4194304, 4194304, 58.5356, 6.31928, 72, 40, 14, 1.57982, 18, 10, 0.272689, 0.0737682, 0.622709, 0.137489
4, 68.5197, 1000, 4194304, 4194304, 58.3774, 6.11594, 72, 44, 14, 1.52899, 18, 11, 0.273733, 0.0788393, 0.711337, 0.139741
8, 52.7841, 1000, 4194304, 4194304, 75.7803, 8.52996, 92, 52, 18, 2.13249, 23, 13, 0.421173, 0.129131, 0.974226, 0.150368
8, 52.739, 1000, 4194304, 4194304, 75.8452, 9.00578, 92, 52, 18, 2.25144, 23, 13, 0.420857, 0.135533, 1.18683, 0.159879
8, 52.5635, 1000, 4194304, 4194304, 76.0985, 8.81929, 100, 60, 19, 2.20482, 25, 15, 0.419584, 0.137342, 1.60105, 0.165365
8, 52.9733, 1000, 4194304, 4194304, 75.5097, 9.05655, 92, 44, 18, 2.26414, 23, 11, 0.422782, 0.135056, 1.11293, 0.141739
8, 51.9015, 1000, 4194304, 4194304, 77.0691, 7.6766, 88, 52, 19, 1.91915, 22, 13, 0.413004, 0.131267, 1.13823, 0.154726
8, 52.4021, 1000, 4194304, 4194304, 76.3329, 7.64009, 92, 60, 19, 1.91002, 23, 15, 0.417023, 0.142161, 1.5219, 0.164537
8, 52.1122, 1000, 4194304, 4194304, 76.7574, 7.44492, 92, 60, 19, 1.86123, 23, 15, 0.414447, 0.127787, 1.05448, 0.159793
8, 52.635, 1000, 4194304, 4194304, 75.9951, 6.30784, 88, 56, 18, 1.57696, 22, 14, 0.419878, 0.148799, 1.54509, 0.142481
8, 52.0354, 1000, 4194304, 4194304, 76.8708, 8.61687, 92, 48, 19, 2.15422, 23, 12, 0.415171, 0.125834, 1.07862, 0.156011
8, 52.4609, 1000, 4194304, 4194304, 76.2473, 7.40918, 92, 56, 19, 1.85229, 23, 14, 0.418428, 0.13541, 0.953569, 0.17356
16, 45.5856, 1000, 4194304, 4194304, 87.747, 11.6494, 108, 44, 21, 2.91236, 27, 11, 0.725276, 0.283042, 2.24818, 0.1932
16, 45.9247, 1000, 4194304, 4194304, 87.099, 10.4447, 108, 52, 21, 2.61116, 27, 13, 0.730935, 0.305195, 2.19526, 0.206245
16, 46.2564, 1000, 4194304, 4194304, 86.4746, 10.5783, 104, 48, 21, 2.64456, 26, 12, 0.734426, 0.278704, 2.20225, 0.213325
16, 46.2498, 1000, 4194304, 4194304, 86.4868, 12.5854, 112, 48, 21, 3.14635, 28, 12, 0.736666, 0.30677, 2.33247, 0.201941
16, 45.9111, 1000, 4194304, 4194304, 87.1249, 10.6112, 104, 40, 21, 2.6528, 26, 10, 0.729768, 0.280401, 2.07916, 0.200971
16, 46.2645, 1000, 4194304, 4194304, 86.4594, 13.0832, 104, 36, 21, 3.27079, 26, 9, 0.735866, 0.290533, 2.47064, 0.199508
16, 46.1573, 1000, 4194304, 4194304, 86.6602, 10.811, 108, 60, 21, 2.70275, 27, 15, 0.7338, 0.266902, 1.92167, 0.255164
16, 46.8099, 1000, 4194304, 4194304, 85.452, 12.152, 108, 36, 21, 3.038, 27, 9, 0.744305, 0.300867, 2.24744, 0.247299
16, 45.9782, 1000, 4194304, 4194304, 86.9977, 12.5626, 112, 32, 21, 3.14064, 28, 8, 0.731103, 0.293393, 1.99364, 0.217863
16, 46.2518, 1000, 4194304, 4194304, 86.4832, 11.3028, 108, 48, 21, 2.82569, 27, 12, 0.735786, 0.281528, 1.96942, 0.18433
