Thread, Total time run, Total writes made, Write size, Object size, Bandwidth (MB/sec), Stddev Bandwidth, Max bandwidth (MB/sec), Min bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Stddev Latency(s), Max latency(s), Min latency(s) 
1, 186.141, 1000, 4194304, 4194304, 21.4891, 2.18898, 28, 16, 5, 0.547245, 7, 4, 0.186115, 0.0274111, 0.526304, 0.135069
1, 183.651, 1000, 4194304, 4194304, 21.7805, 2.24142, 28, 16, 5, 0.560355, 7, 4, 0.183625, 0.0248115, 0.433533, 0.133157
1, 184.304, 1000, 4194304, 4194304, 21.7032, 2.06844, 24, 16, 5, 0.51711, 6, 4, 0.184278, 0.0239756, 0.426413, 0.129991
1, 183.106, 1000, 4194304, 4194304, 21.8453, 2.16755, 28, 16, 5, 0.541886, 7, 4, 0.183081, 0.0234987, 0.341005, 0.133006
1, 182.95, 1000, 4194304, 4194304, 21.8639, 2.16921, 24, 16, 5, 0.542303, 6, 4, 0.182923, 0.0235467, 0.36966, 0.130236
1, 184.7, 1000, 4194304, 4194304, 21.6568, 2.30198, 28, 16, 5, 0.575495, 7, 4, 0.184674, 0.027987, 0.469424, 0.133276
1, 184.576, 1000, 4194304, 4194304, 21.6712, 2.10702, 24, 16, 5, 0.526755, 6, 4, 0.184551, 0.0251657, 0.455904, 0.133139
1, 182.075, 1000, 4194304, 4194304, 21.9689, 2.09135, 24, 16, 5, 0.522838, 6, 4, 0.182049, 0.023407, 0.424689, 0.129651
1, 184.487, 1000, 4194304, 4194304, 21.6817, 2.14811, 28, 16, 5, 0.537029, 7, 4, 0.184463, 0.024908, 0.408421, 0.13298
1, 183.236, 1000, 4194304, 4194304, 21.8298, 2.08301, 28, 16, 5, 0.520752, 7, 4, 0.183209, 0.0254001, 0.338138, 0.13117
2, 102.992, 1000, 4194304, 4194304, 38.838, 4.18036, 48, 24, 9, 1.04509, 12, 6, 0.205948, 0.0479878, 0.470905, 0.132551
