Thread, Total time run, Total writes made, Write size, Object size, Bandwidth (MB/sec), Stddev Bandwidth, Max bandwidth (MB/sec), Min bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Stddev Latency(s), Max latency(s), Min latency(s) 
8, 56.7652, 1000, 4194304, 4194304, 70.4657, 9.30633, 88, 48, 17, 2.32658, 22, 12, 0.452827, 0.161048, 1.15347, 0.0707716
8, 57.9189, 1000, 4194304, 4194304, 69.0621, 9.70905, 92, 48, 17, 2.42726, 23, 12, 0.460851, 0.167243, 1.3803, 0.0751361
8, 56.9889, 1000, 4194304, 4194304, 70.1891, 9.6782, 88, 32, 17, 2.41955, 22, 8, 0.455126, 0.196417, 2.12027, 0.0747474
8, 57.1817, 1000, 4194304, 4194304, 69.9525, 9.68424, 92, 36, 17, 2.42106, 23, 9, 0.456007, 0.177367, 1.56374, 0.0744432
8, 57.3166, 1000, 4194304, 4194304, 69.7878, 8.61717, 88, 48, 17, 2.15429, 22, 12, 0.457032, 0.161037, 1.21193, 0.0687617
8, 58.0069, 1000, 4194304, 4194304, 68.9573, 11.6971, 88, 40, 17, 2.92427, 22, 10, 0.46304, 0.189671, 2.0322, 0.0775421
8, 57.2014, 1000, 4194304, 4194304, 69.9284, 8.81614, 84, 40, 17, 2.20403, 21, 10, 0.456446, 0.167002, 1.3257, 0.0776402
8, 56.6828, 1000, 4194304, 4194304, 70.5682, 9.1779, 84, 48, 17, 2.29447, 21, 12, 0.452481, 0.159159, 1.18528, 0.0771751
16, 49.6588, 1000, 4194304, 4194304, 80.5496, 12.9163, 116, 36, 20, 3.22907, 29, 9, 0.789253, 0.3149, 2.64135, 0.0748415
16, 50.1205, 1000, 4194304, 4194304, 79.8077, 13.5793, 100, 32, 19, 3.39483, 25, 8, 0.799212, 0.364824, 2.39665, 0.0746287
16, 49.5977, 1000, 4194304, 4194304, 80.6488, 15.2405, 112, 28, 20, 3.81012, 28, 7, 0.790014, 0.336698, 2.34302, 0.0780588
16, 51.0923, 1000, 4194304, 4194304, 78.2897, 13.3208, 100, 24, 19, 3.33019, 25, 6, 0.807068, 0.332818, 2.36973, 0.0731726
16, 50.1704, 1000, 4194304, 4194304, 79.7282, 11.7286, 100, 36, 19, 2.93216, 25, 9, 0.798877, 0.339627, 2.35119, 0.0774034
16, 50.4122, 1000, 4194304, 4194304, 79.3459, 12.1584, 108, 40, 19, 3.0396, 27, 10, 0.800854, 0.395687, 3.28467, 0.0774967
16, 50.5408, 1000, 4194304, 4194304, 79.144, 12.534, 112, 28, 19, 3.13349, 28, 7, 0.80332, 0.336611, 2.83316, 0.0793221
16, 50, 1000, 4194304, 4194304, 80.0001, 12.5167, 100, 32, 20, 3.12916, 25, 8, 0.791433, 0.341602, 2.17612, 0.0855034
16, 49.7437, 1000, 4194304, 4194304, 80.4122, 12.1789, 104, 40, 20, 3.04473, 26, 10, 0.790941, 0.360671, 2.3849, 0.0784053
16, 50.2287, 1000, 4194304, 4194304, 79.6358, 10.1464, 104, 48, 19, 2.53659, 26, 12, 0.797834, 0.325325, 2.24913, 0.07622
