Thread, Total time run, Total writes made, Write size, Object size, Bandwidth (MB/sec), Stddev Bandwidth, Max bandwidth (MB/sec), Min bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Stddev Latency(s), Max latency(s), Min latency(s) 
1, 182.354, 1000, 4194304, 4194304, 21.9353, 2.84324, 28, 12, 5, 0.710811, 7, 3, 0.18233, 0.0439789, 0.497747, 0.0758582
1, 184.659, 1000, 4194304, 4194304, 21.6615, 2.48148, 28, 16, 5, 0.620371, 7, 4, 0.184635, 0.041423, 0.405484, 0.0803379
1, 179.808, 1000, 4194304, 4194304, 22.246, 2.51081, 28, 16, 5, 0.627703, 7, 4, 0.179783, 0.0384412, 0.445872, 0.0738723
1, 185.9, 1000, 4194304, 4194304, 21.517, 2.5625, 28, 16, 5, 0.640624, 7, 4, 0.185874, 0.0413734, 0.505554, 0.0721903
1, 183.678, 1000, 4194304, 4194304, 21.7772, 2.70364, 28, 16, 5, 0.67591, 7, 4, 0.183654, 0.0389235, 0.401996, 0.079162
1, 182.501, 1000, 4194304, 4194304, 21.9177, 2.77897, 28, 16, 5, 0.694742, 7, 4, 0.182476, 0.0407433, 0.431923, 0.0772507
1, 181.347, 1000, 4194304, 4194304, 22.0572, 2.75222, 28, 16, 5, 0.688055, 7, 4, 0.181321, 0.0392138, 0.366911, 0.0735557
1, 182.13, 1000, 4194304, 4194304, 21.9623, 2.58304, 28, 16, 5, 0.64576, 7, 4, 0.182104, 0.0413552, 0.511013, 0.0758711
1, 181.966, 1000, 4194304, 4194304, 21.9821, 2.65393, 28, 16, 5, 0.663482, 7, 4, 0.181941, 0.0410803, 0.442051, 0.0749681
1, 184.165, 1000, 4194304, 4194304, 21.7197, 2.72742, 28, 12, 5, 0.681855, 7, 3, 0.184141, 0.0418851, 0.443636, 0.0770551
2, 109.337, 1000, 4194304, 4194304, 36.5842, 4.64521, 48, 24, 9, 1.1613, 12, 6, 0.218436, 0.0698988, 0.512716, 0.0717993
2, 107.592, 1000, 4194304, 4194304, 37.1776, 4.25629, 48, 28, 9, 1.06407, 12, 7, 0.215013, 0.0688447, 0.578716, 0.0747605
2, 110.264, 1000, 4194304, 4194304, 36.2765, 5.26096, 48, 20, 9, 1.31524, 12, 5, 0.220371, 0.0717385, 0.747332, 0.0767901
2, 113.834, 1000, 4194304, 4194304, 35.1389, 5.73234, 48, 20, 8, 1.43308, 12, 5, 0.227532, 0.0819747, 0.738258, 0.0749803
2, 107.008, 1000, 4194304, 4194304, 37.3802, 4.48105, 48, 24, 9, 1.12026, 12, 6, 0.213881, 0.0673515, 0.614198, 0.0794757
2, 107.942, 1000, 4194304, 4194304, 37.0568, 4.72946, 48, 24, 9, 1.18237, 12, 6, 0.215722, 0.0679224, 0.587731, 0.0726623
2, 107.927, 1000, 4194304, 4194304, 37.0621, 5.13476, 48, 24, 9, 1.28369, 12, 6, 0.215706, 0.0711298, 0.678394, 0.0741717
2, 107.914, 1000, 4194304, 4194304, 37.0664, 4.863, 48, 28, 9, 1.21575, 12, 7, 0.215763, 0.0668283, 0.649919, 0.0721055
2, 108.681, 1000, 4194304, 4194304, 36.8048, 5.23851, 48, 24, 9, 1.30963, 12, 6, 0.217143, 0.0684541, 0.65412, 0.0733867
2, 111.906, 1000, 4194304, 4194304, 35.7443, 4.87552, 48, 24, 8, 1.21888, 12, 6, 0.223718, 0.0733655, 0.779076, 0.0704483
4, 74.4986, 1000, 4194304, 4194304, 53.6923, 7.31317, 68, 24, 13, 1.82829, 17, 6, 0.297469, 0.122547, 1.51329, 0.0813001
4, 73.0308, 1000, 4194304, 4194304, 54.7714, 6.17798, 64, 40, 13, 1.54449, 16, 10, 0.291659, 0.106046, 1.07904, 0.0757507
4, 74.7804, 1000, 4194304, 4194304, 53.4899, 6.5353, 68, 36, 13, 1.63382, 17, 9, 0.298674, 0.109365, 1.04214, 0.08022
4, 73.4393, 1000, 4194304, 4194304, 54.4667, 7.14111, 76, 44, 13, 1.78528, 19, 11, 0.29334, 0.106968, 1.26058, 0.0739905
4, 74.5011, 1000, 4194304, 4194304, 53.6905, 6.27826, 72, 40, 13, 1.56956, 18, 10, 0.297505, 0.10715, 0.981064, 0.078784
4, 74.3145, 1000, 4194304, 4194304, 53.8253, 8.81199, 72, 24, 13, 2.203, 18, 6, 0.296855, 0.112982, 0.99982, 0.0771471
4, 75.3317, 1000, 4194304, 4194304, 53.0985, 7.90648, 68, 32, 13, 1.97662, 17, 8, 0.30099, 0.109286, 0.93911, 0.0730664
4, 73.4136, 1000, 4194304, 4194304, 54.4858, 7.08161, 68, 40, 13, 1.7704, 17, 10, 0.293409, 0.100191, 0.842134, 0.0778291
4, 73.2479, 1000, 4194304, 4194304, 54.609, 7.80937, 72, 36, 13, 1.95234, 18, 9, 0.292472, 0.1056, 1.04617, 0.0746844
4, 74.2726, 1000, 4194304, 4194304, 53.8556, 6.18055, 68, 44, 13, 1.54514, 17, 11, 0.29666, 0.104947, 0.72555, 0.0789071
8, 57.6008, 1000, 4194304, 4194304, 69.4434, 8.41826, 88, 52, 17, 2.10457, 22, 13, 0.457374, 0.167896, 1.49697, 0.0786404
8, 56.5095, 1000, 4194304, 4194304, 70.7846, 8.35946, 92, 40, 17, 2.08986, 23, 10, 0.450674, 0.169161, 1.41364, 0.0801488
