Thread, Total time run, Total writes made, Write size, Object size, Bandwidth (MB/sec), Stddev Bandwidth, Max bandwidth (MB/sec), Min bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Stddev Latency(s), Max latency(s), Min latency(s) 
4, 47.4931, 1000, 4194304, 4194304, 84.2228, 9.74115, 104, 60, 21, 2.43529, 26, 15, 0.189753, 0.0746777, 0.698941, 0.083292
8, 38.2858, 1000, 4194304, 4194304, 104.477, 7.98861, 120, 88, 26, 1.99715, 30, 22, 0.305117, 0.131348, 1.11469, 0.0970568
8, 38.9856, 1000, 4194304, 4194304, 102.602, 14.295, 116, 52, 25, 3.57375, 29, 13, 0.311013, 0.155699, 1.25509, 0.101245
8, 37.968, 1000, 4194304, 4194304, 105.352, 6.96624, 116, 84, 26, 1.74156, 29, 21, 0.301111, 0.12142, 1.01327, 0.0971152
8, 38.4474, 1000, 4194304, 4194304, 104.038, 9.08753, 120, 80, 26, 2.27188, 30, 20, 0.305867, 0.13095, 1.20942, 0.0937101
8, 38.6258, 1000, 4194304, 4194304, 103.558, 9.53723, 120, 76, 25, 2.38431, 30, 19, 0.306212, 0.133075, 1.26348, 0.101557
8, 37.9075, 1000, 4194304, 4194304, 105.52, 7.37661, 120, 84, 26, 1.84415, 30, 21, 0.302396, 0.129136, 1.57965, 0.0914509
8, 38.4906, 1000, 4194304, 4194304, 103.921, 8.31527, 120, 84, 25, 2.07882, 30, 21, 0.307022, 0.136142, 1.15446, 0.103626
8, 39.0248, 1000, 4194304, 4194304, 102.499, 11.2246, 120, 68, 25, 2.80615, 30, 17, 0.309536, 0.148154, 1.62, 0.0914285
8, 38.081, 1000, 4194304, 4194304, 105.039, 11.3338, 124, 72, 26, 2.83345, 31, 18, 0.304169, 0.134969, 1.42046, 0.101188
8, 38.066, 1000, 4194304, 4194304, 105.081, 8.71682, 120, 84, 26, 2.1792, 30, 21, 0.304016, 0.126135, 1.05001, 0.100829
16, 36.4963, 1000, 4194304, 4194304, 109.6, 9.94971, 132, 76, 27, 2.48743, 33, 19, 0.578952, 0.305673, 2.22179, 0.149336
16, 36.2205, 1000, 4194304, 4194304, 110.435, 11.6516, 128, 68, 27, 2.91289, 32, 17, 0.576484, 0.296681, 2.16206, 0.151815
16, 36.2285, 1000, 4194304, 4194304, 110.41, 11.6123, 128, 72, 27, 2.90306, 32, 18, 0.576903, 0.317722, 2.27075, 0.140935
16, 36.4756, 1000, 4194304, 4194304, 109.662, 10.5391, 128, 72, 27, 2.63478, 32, 18, 0.576629, 0.347789, 2.39433, 0.12436
16, 36.4322, 1000, 4194304, 4194304, 109.793, 8.99524, 124, 80, 27, 2.24881, 31, 20, 0.577142, 0.284208, 2.00586, 0.151548
16, 36.5581, 1000, 4194304, 4194304, 109.415, 9.48918, 124, 72, 27, 2.37229, 31, 18, 0.576488, 0.256842, 1.61529, 0.153164
16, 36.2548, 1000, 4194304, 4194304, 110.33, 12.3005, 128, 64, 27, 3.07512, 32, 16, 0.577456, 0.323539, 2.42469, 0.109043
16, 36.5235, 1000, 4194304, 4194304, 109.519, 9.72511, 124, 80, 27, 2.43128, 31, 20, 0.578594, 0.32526, 2.47499, 0.140016
16, 36.3341, 1000, 4194304, 4194304, 110.089, 10.9649, 132, 64, 27, 2.74122, 33, 16, 0.577032, 0.316747, 1.98286, 0.149676
16, 36.2422, 1000, 4194304, 4194304, 110.368, 9.95928, 132, 76, 27, 2.48982, 33, 19, 0.577004, 0.315367, 2.14704, 0.132221
