Thread, Total time run, Total writes made, Write size, Object size, Bandwidth (MB/sec), Stddev Bandwidth, Max bandwidth (MB/sec), Min bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Stddev Latency(s), Max latency(s), Min latency(s) 
1, 131.403, 1000, 4194304, 4194304, 30.4406, 2.91722, 36, 24, 7, 0.729304, 9, 6, 0.131376, 0.0266791, 0.283341, 0.0901559
1, 132.327, 1000, 4194304, 4194304, 30.2282, 2.76574, 40, 24, 7, 0.691435, 10, 6, 0.1323, 0.0274063, 0.378042, 0.0831246
1, 133.2, 1000, 4194304, 4194304, 30.03, 3.17658, 36, 20, 7, 0.794146, 9, 5, 0.133174, 0.0298622, 0.455143, 0.089251
1, 131.553, 1000, 4194304, 4194304, 30.4059, 2.96355, 36, 20, 7, 0.740887, 9, 5, 0.131528, 0.0297317, 0.466287, 0.0902696
1, 132.408, 1000, 4194304, 4194304, 30.2097, 3.4354, 36, 8, 7, 0.858851, 9, 2, 0.132382, 0.0318478, 0.582299, 0.0857055
1, 131.302, 1000, 4194304, 4194304, 30.464, 2.65202, 36, 24, 7, 0.663006, 9, 6, 0.131278, 0.0285681, 0.366584, 0.0883362
1, 132.727, 1000, 4194304, 4194304, 30.1371, 3.10388, 36, 20, 7, 0.775969, 9, 5, 0.132704, 0.0283769, 0.358408, 0.0832163
1, 131.658, 1000, 4194304, 4194304, 30.3818, 2.96767, 36, 20, 7, 0.741917, 9, 5, 0.131632, 0.0280418, 0.365594, 0.0862267
1, 132.932, 1000, 4194304, 4194304, 30.0906, 2.90158, 36, 24, 7, 0.725394, 9, 6, 0.132906, 0.0282823, 0.387696, 0.0870404
1, 132.377, 1000, 4194304, 4194304, 30.2168, 2.89727, 36, 24, 7, 0.724317, 9, 6, 0.132351, 0.0276312, 0.322697, 0.0878221
2, 74.3578, 1000, 4194304, 4194304, 53.7939, 6.35539, 64, 28, 13, 1.58885, 16, 7, 0.148554, 0.0516625, 0.583743, 0.0853804
2, 74.1635, 1000, 4194304, 4194304, 53.9349, 5.46863, 64, 40, 13, 1.36716, 16, 10, 0.148226, 0.0510633, 0.575554, 0.0866006
2, 73.0321, 1000, 4194304, 4194304, 54.7704, 5.99543, 64, 40, 13, 1.49886, 16, 10, 0.145969, 0.0470254, 0.609636, 0.0883575
2, 72.3701, 1000, 4194304, 4194304, 55.2715, 5.81402, 68, 40, 13, 1.4535, 17, 10, 0.144634, 0.0449147, 0.424481, 0.08994
2, 73.1516, 1000, 4194304, 4194304, 54.681, 6.22608, 68, 36, 13, 1.55652, 17, 9, 0.146196, 0.0515313, 0.608634, 0.0848907
2, 73.2411, 1000, 4194304, 4194304, 54.6141, 5.63205, 64, 40, 13, 1.40801, 16, 10, 0.146397, 0.0516224, 0.563774, 0.0914772
2, 73.2179, 1000, 4194304, 4194304, 54.6315, 6.33225, 68, 24, 13, 1.58306, 17, 6, 0.14631, 0.0491441, 0.633494, 0.0885737
2, 73.0255, 1000, 4194304, 4194304, 54.7754, 5.07178, 64, 40, 13, 1.26795, 16, 10, 0.145933, 0.0440622, 0.451253, 0.0891703
2, 73.5617, 1000, 4194304, 4194304, 54.3761, 6.03087, 68, 36, 13, 1.50772, 17, 9, 0.147084, 0.0492039, 0.427345, 0.0894932
2, 73.7806, 1000, 4194304, 4194304, 54.2148, 6.76548, 68, 32, 13, 1.69137, 17, 8, 0.147485, 0.0491637, 0.450273, 0.0885216
4, 49.5392, 1000, 4194304, 4194304, 80.7441, 10.7292, 96, 36, 20, 2.6823, 24, 9, 0.197899, 0.0942454, 0.955805, 0.0911203
4, 47.6851, 1000, 4194304, 4194304, 83.8836, 10.0765, 100, 52, 20, 2.51912, 25, 13, 0.190481, 0.0839623, 0.84991, 0.089997
4, 47.2919, 1000, 4194304, 4194304, 84.581, 8.0406, 100, 64, 21, 2.01015, 25, 16, 0.188626, 0.0709591, 0.790074, 0.0903835
4, 47.4363, 1000, 4194304, 4194304, 84.3236, 8.7409, 100, 56, 21, 2.18522, 25, 14, 0.189265, 0.0763607, 0.792257, 0.0912425
4, 47.0966, 1000, 4194304, 4194304, 84.9317, 7.19749, 96, 64, 21, 1.79937, 24, 16, 0.187314, 0.0730547, 0.870209, 0.0874305
4, 48.163, 1000, 4194304, 4194304, 83.0514, 8.68315, 100, 56, 20, 2.17079, 25, 14, 0.192464, 0.0797536, 0.864659, 0.0896296
4, 47.649, 1000, 4194304, 4194304, 83.9471, 8.40246, 100, 68, 20, 2.10061, 25, 17, 0.190468, 0.0802894, 1.32828, 0.089947
4, 48.0306, 1000, 4194304, 4194304, 83.2802, 7.76928, 96, 64, 20, 1.94232, 24, 16, 0.191986, 0.0907581, 1.20398, 0.0872493
4, 48.1136, 1000, 4194304, 4194304, 83.1365, 9.09524, 100, 56, 20, 2.27381, 25, 14, 0.192321, 0.0775213, 0.706329, 0.0869089
