Thread, Total time run, Total writes made, Write size, Object size, Bandwidth (MB/sec), Stddev Bandwidth, Max bandwidth (MB/sec), Min bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Stddev Latency(s), Max latency(s), Min latency(s) 
2, 56.5949, 1000, 4194304, 4194304, 70.6777, 8.85995, 92, 52, 17, 2.21499, 23, 13, 0.113025, 0.0530025, 0.401324, 0.0418386
2, 56.6857, 1000, 4194304, 4194304, 70.5646, 10.4148, 96, 48, 17, 2.60369, 24, 12, 0.113256, 0.053884, 0.421689, 0.0427283
2, 58.0473, 1000, 4194304, 4194304, 68.9093, 8.60985, 88, 52, 17, 2.15246, 22, 13, 0.116013, 0.0559329, 0.442838, 0.0419307
2, 56.353, 1000, 4194304, 4194304, 70.9812, 7.60827, 84, 52, 17, 1.90207, 21, 13, 0.112668, 0.0543912, 0.360328, 0.039154
2, 56.6045, 1000, 4194304, 4194304, 70.6657, 9.64163, 88, 48, 17, 2.41041, 22, 12, 0.113144, 0.0528043, 0.450969, 0.0400424
2, 57.3934, 1000, 4194304, 4194304, 69.6944, 8.64389, 88, 48, 17, 2.16097, 22, 12, 0.114732, 0.0551075, 0.496774, 0.0390048
4, 40.6613, 1000, 4194304, 4194304, 98.3736, 12.1123, 120, 76, 24, 3.02807, 30, 19, 0.162413, 0.0830528, 0.514051, 0.0451154
4, 41.6934, 1000, 4194304, 4194304, 95.9384, 9.77703, 116, 72, 23, 2.44426, 29, 18, 0.166481, 0.085715, 0.587188, 0.0423931
4, 41.2609, 1000, 4194304, 4194304, 96.9441, 10.8605, 120, 76, 24, 2.71513, 30, 19, 0.164701, 0.0831719, 0.550071, 0.0427902
4, 41.5006, 1000, 4194304, 4194304, 96.384, 9.52942, 112, 76, 24, 2.38235, 28, 19, 0.165153, 0.0862671, 0.577527, 0.046756
4, 41.7847, 1000, 4194304, 4194304, 95.7288, 11.1644, 116, 72, 23, 2.7911, 29, 18, 0.167028, 0.0832991, 0.619369, 0.0439999
4, 40.9349, 1000, 4194304, 4194304, 97.7161, 10.1673, 116, 76, 24, 2.54183, 29, 19, 0.163653, 0.0821834, 0.636717, 0.0440902
4, 41.4197, 1000, 4194304, 4194304, 96.5723, 9.1385, 120, 76, 24, 2.28463, 30, 19, 0.165478, 0.0806548, 0.624494, 0.0460621
4, 40.4886, 1000, 4194304, 4194304, 98.7931, 9.41303, 116, 80, 24, 2.35326, 29, 20, 0.1618, 0.0831377, 0.734703, 0.044876
4, 41.5245, 1000, 4194304, 4194304, 96.3287, 9.4894, 120, 64, 24, 2.37235, 30, 16, 0.165852, 0.082952, 0.511948, 0.0433381
4, 40.7063, 1000, 4194304, 4194304, 98.2648, 12.7456, 136, 72, 24, 3.18641, 34, 18, 0.162585, 0.0825017, 0.789357, 0.042865
8, 33.0426, 1000, 4194304, 4194304, 121.056, 15.7403, 152, 88, 30, 3.93508, 38, 22, 0.263436, 0.142994, 0.785133, 0.0564498
8, 33.2806, 1000, 4194304, 4194304, 120.19, 12.4475, 156, 100, 30, 3.11187, 39, 25, 0.265342, 0.138245, 0.801232, 0.0529529
8, 33.4067, 1000, 4194304, 4194304, 119.737, 12.7327, 156, 92, 29, 3.18317, 39, 23, 0.266363, 0.149903, 1.02052, 0.0491819
8, 32.873, 1000, 4194304, 4194304, 121.68, 11.0476, 140, 92, 30, 2.76189, 35, 23, 0.262248, 0.138918, 0.809185, 0.0469901
8, 32.9403, 1000, 4194304, 4194304, 121.432, 11.1297, 148, 104, 30, 2.78243, 37, 26, 0.262588, 0.134108, 0.771698, 0.051302
8, 32.5041, 1000, 4194304, 4194304, 123.062, 12.4687, 152, 100, 30, 3.11717, 38, 25, 0.25947, 0.13579, 1.01465, 0.0545605
8, 32.8787, 1000, 4194304, 4194304, 121.659, 13.0087, 148, 100, 30, 3.25217, 37, 25, 0.261947, 0.141806, 0.927002, 0.0536629
8, 33.5276, 1000, 4194304, 4194304, 119.305, 12.7719, 144, 92, 29, 3.19297, 36, 23, 0.266049, 0.138516, 0.887669, 0.0528088
8, 32.9015, 1000, 4194304, 4194304, 121.575, 16.0945, 160, 100, 30, 4.02362, 40, 25, 0.262214, 0.132062, 1.225, 0.043349
8, 33.2907, 1000, 4194304, 4194304, 120.154, 10.4577, 140, 92, 30, 2.61443, 35, 23, 0.26564, 0.139157, 0.920058, 0.0445294
16, 29.9899, 1000, 4194304, 4194304, 133.378, 14.0723, 164, 96, 33, 3.51807, 41, 24, 0.474712, 0.356644, 2.41561, 0.0819904
16, 30.3196, 1000, 4194304, 4194304, 131.928, 10.8702, 148, 112, 32, 2.71755, 37, 28, 0.482214, 0.338726, 1.88758, 0.0811503
16, 30.0537, 1000, 4194304, 4194304, 133.095, 10.9712, 160, 116, 33, 2.74281, 40, 29, 0.478021, 0.327545, 1.98384, 0.0772952
16, 29.9665, 1000, 4194304, 4194304, 133.483, 14.1533, 156, 104, 33, 3.53832, 39, 26, 0.475855, 0.416224, 2.88895, 0.0753997
16, 29.9767, 1000, 4194304, 4194304, 133.437, 15.8067, 172, 104, 33, 3.95168, 43, 26, 0.474436, 0.346826, 2.40526, 0.0694977
16, 29.6861, 1000, 4194304, 4194304, 134.743, 11.1293, 160, 116, 33, 2.78233, 40, 29, 0.468691, 0.301036, 1.8065, 0.074717
16, 30.1821, 1000, 4194304, 4194304, 132.529, 13.7103, 156, 104, 33, 3.42758, 39, 26, 0.480269, 0.322728, 2.35841, 0.0727105
16, 30.0393, 1000, 4194304, 4194304, 133.159, 18.1544, 176, 100, 33, 4.5386, 44, 25, 0.475526, 0.298804, 1.75068, 0.0677357
16, 30.7309, 1000, 4194304, 4194304, 130.162, 14.6587, 156, 100, 32, 3.66468, 39, 25, 0.486039, 0.383229, 2.39782, 0.0599218
16, 30.0434, 1000, 4194304, 4194304, 133.141, 15.5482, 156, 88, 33, 3.88705, 39, 22, 0.477195, 0.351212, 2.39342, 0.0661341
