Thread, Total time run, Total writes made, Write size, Object size, Bandwidth (MB/sec), Stddev Bandwidth, Max bandwidth (MB/sec), Min bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Stddev Latency(s), Max latency(s), Min latency(s) 
1, 95.0992, 1000, 4194304, 4194304, 42.0614, 5.14846, 52, 24, 10, 1.28711, 13, 6, 0.0950725, 0.0333148, 0.381063, 0.0393418
1, 95.5988, 1000, 4194304, 4194304, 41.8415, 5.11214, 56, 32, 10, 1.27803, 14, 8, 0.095573, 0.0329527, 0.368223, 0.0398641
1, 93.856, 1000, 4194304, 4194304, 42.6185, 4.55479, 56, 32, 10, 1.1387, 14, 8, 0.0938294, 0.0296348, 0.255788, 0.0385286
1, 96.5081, 1000, 4194304, 4194304, 41.4473, 4.82028, 52, 28, 10, 1.20507, 13, 7, 0.0964822, 0.0329989, 0.358352, 0.0404204
1, 93.3866, 1000, 4194304, 4194304, 42.8327, 5.3269, 56, 24, 10, 1.33173, 14, 6, 0.0933601, 0.0322536, 0.418257, 0.0378471
1, 93.9103, 1000, 4194304, 4194304, 42.5938, 4.28485, 52, 28, 10, 1.07121, 13, 7, 0.0938842, 0.0309309, 0.397792, 0.0386755
1, 95.0846, 1000, 4194304, 4194304, 42.0678, 4.12004, 52, 32, 10, 1.03001, 13, 8, 0.0950597, 0.0301948, 0.432814, 0.0385769
1, 95.222, 1000, 4194304, 4194304, 42.0071, 4.62642, 52, 32, 10, 1.15661, 13, 8, 0.0951967, 0.0337418, 0.426652, 0.0394282
1, 93.1024, 1000, 4194304, 4194304, 42.9635, 4.29923, 52, 36, 10, 1.07481, 13, 9, 0.0930779, 0.0274186, 0.220026, 0.0379117
1, 92.6708, 1000, 4194304, 4194304, 43.1635, 4.50937, 56, 32, 10, 1.12734, 14, 8, 0.0926459, 0.0292856, 0.278561, 0.0407199
2, 60.3576, 1000, 4194304, 4194304, 66.2716, 10.8593, 88, 40, 16, 2.71484, 22, 10, 0.120606, 0.05955, 0.475837, 0.0382732
2, 57.8159, 1000, 4194304, 4194304, 69.1851, 9.42135, 88, 40, 17, 2.35534, 22, 10, 0.115539, 0.0535202, 0.398273, 0.0398445
2, 56.8041, 1000, 4194304, 4194304, 70.4174, 7.58399, 92, 52, 17, 1.896, 23, 13, 0.113538, 0.0467171, 0.395223, 0.0396207
