Thread, Total time run, Total reads made, Read size, Object size, Bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Max latency(s), Min latency(s)
1, 64.8936, 1000, 4194304, 4194304, 61.6394, 15, 3.63351, 22, 7, 0.0640361, 0.305551, 0.0120622
1, 55.9107, 1000, 4194304, 4194304, 71.5426, 17, 2.80488, 25, 10, 0.0551271, 0.307096, 0.0103238
1, 57.3819, 1000, 4194304, 4194304, 69.7084, 17, 2.99446, 22, 9, 0.0566015, 0.299605, 0.0104429
1, 57.3242, 1000, 4194304, 4194304, 69.7786, 17, 3.3846, 23, 9, 0.0564964, 0.499633, 0.0106623
1, 54.957, 1000, 4194304, 4194304, 72.7842, 18, 3.52172, 26, 10, 0.0541517, 0.297307, 0.0107181
1, 56.7154, 1000, 4194304, 4194304, 70.5276, 17, 2.43033, 22, 10, 0.0558767, 0.303335, 0.0103403
1, 56.8897, 1000, 4194304, 4194304, 70.3116, 17, 2.78213, 23, 10, 0.0561117, 0.309888, 0.0100103
1, 55.5336, 1000, 4194304, 4194304, 72.0284, 18, 2.46074, 24, 12, 0.0547024, 0.276169, 0.0117232
1, 56.8374, 1000, 4194304, 4194304, 70.3762, 17, 2.66263, 23, 12, 0.0560181, 0.306402, 0.0106265
1, 56.6647, 1000, 4194304, 4194304, 70.5906, 17, 2.69192, 24, 10, 0.0558605, 0.301742, 0.0108034
2, 40.5203, 1000, 4194304, 4194304, 98.7159, 24, 2.94729, 30, 18, 0.0801703, 0.447149, 0.0133497
2, 40.4415, 1000, 4194304, 4194304, 98.9083, 24, 3.11644, 31, 18, 0.0799401, 0.504919, 0.0123392
2, 40.3206, 1000, 4194304, 4194304, 99.2048, 24, 2.45459, 29, 20, 0.079809, 0.322345, 0.0118451
2, 41.9302, 1000, 4194304, 4194304, 95.3967, 23, 3.14255, 30, 17, 0.0828741, 0.356874, 0.0119947
2, 40.6183, 1000, 4194304, 4194304, 98.4777, 24, 2.97328, 31, 20, 0.0804041, 0.636541, 0.0153487
2, 39.4789, 1000, 4194304, 4194304, 101.32, 25, 3.07618, 30, 17, 0.0781195, 0.354678, 0.0154129
2, 41.2466, 1000, 4194304, 4194304, 96.9777, 24, 2.72969, 29, 19, 0.0815854, 0.491089, 0.0126794
2, 41.4608, 1000, 4194304, 4194304, 96.4767, 24, 3.32085, 30, 17, 0.0818636, 0.477726, 0.0116975
2, 40.1877, 1000, 4194304, 4194304, 99.5328, 24, 3.73857, 33, 16, 0.0794115, 0.378866, 0.0115178
2, 38.9945, 1000, 4194304, 4194304, 102.579, 25, 2.5709, 32, 20, 0.0770924, 0.325019, 0.0133413
4, 34.468, 1000, 4194304, 4194304, 116.05, 29, 2.22848, 33, 24, 0.136617, 0.863883, 0.014656
4, 33.3662, 1000, 4194304, 4194304, 119.882, 29, 2.31759, 35, 26, 0.132408, 0.66909, 0.0180329
4, 32.7233, 1000, 4194304, 4194304, 122.237, 30, 3.0691, 36, 23, 0.129889, 0.709212, 0.0128758
4, 33.4898, 1000, 4194304, 4194304, 119.439, 29, 2.45914, 36, 25, 0.132709, 1.07423, 0.0169384
4, 33.4261, 1000, 4194304, 4194304, 119.667, 29, 2.86964, 37, 25, 0.132563, 1.41489, 0.0123931
4, 34.2918, 1000, 4194304, 4194304, 116.646, 29, 2.94528, 34, 22, 0.135766, 0.976375, 0.0145152
4, 34.1556, 1000, 4194304, 4194304, 117.111, 29, 3.49293, 36, 18, 0.135294, 0.796234, 0.0141193
4, 32.6005, 1000, 4194304, 4194304, 122.698, 30, 3.15062, 38, 25, 0.129321, 0.725122, 0.0155042
4, 32.4481, 1000, 4194304, 4194304, 123.274, 30, 3.1081, 38, 24, 0.12893, 0.747067, 0.0158143
4, 33.312, 1000, 4194304, 4194304, 120.077, 30, 2.65147, 35, 21, 0.131874, 0.58344, 0.0179416
8, 30.2103, 1000, 4194304, 4194304, 132.405, 33, 3.45347, 38, 22, 0.24029, 1.72644, 0.0232385
8, 31.0207, 1000, 4194304, 4194304, 128.946, 32, 2.87181, 38, 26, 0.246048, 1.40893, 0.0221497
8, 30.8615, 1000, 4194304, 4194304, 129.611, 32, 3.02404, 37, 21, 0.245053, 0.810197, 0.0193514
8, 29.9963, 1000, 4194304, 4194304, 133.35, 33, 3.0127, 38, 27, 0.237905, 1.04063, 0.0249836
8, 30.9326, 1000, 4194304, 4194304, 129.314, 32, 2.40306, 38, 27, 0.245025, 1.13309, 0.017598
8, 30.7719, 1000, 4194304, 4194304, 129.989, 32, 2.66199, 38, 27, 0.244063, 1.68315, 0.0206696
8, 30.2419, 1000, 4194304, 4194304, 132.267, 33, 2.55874, 39, 27, 0.239544, 1.2925, 0.0196741
8, 30.6456, 1000, 4194304, 4194304, 130.524, 32, 2.99981, 37, 24, 0.243206, 2.01308, 0.022622
8, 30.8197, 1000, 4194304, 4194304, 129.787, 32, 3.30604, 40, 25, 0.244916, 1.58385, 0.0215648
8, 30.5479, 1000, 4194304, 4194304, 130.942, 32, 3.69233, 40, 22, 0.242074, 1.38277, 0.0199541
16, 29.852, 1000, 4194304, 4194304, 133.994, 33, 3.38608, 41, 26, 0.47049, 2.52953, 0.028903
16, 29.7096, 1000, 4194304, 4194304, 134.637, 33, 2.63596, 40, 29, 0.468424, 2.16935, 0.0183222
16, 29.9056, 1000, 4194304, 4194304, 133.754, 33, 3.69929, 39, 25, 0.471534, 2.48934, 0.0292727
16, 29.919, 1000, 4194304, 4194304, 133.695, 33, 3.5898, 41, 24, 0.469398, 2.85337, 0.0269284
16, 29.8241, 1000, 4194304, 4194304, 134.12, 33, 2.75699, 38, 25, 0.471735, 2.57021, 0.0177032
16, 29.6504, 1000, 4194304, 4194304, 134.905, 33, 3.40783, 44, 28, 0.468681, 2.13323, 0.0286899
16, 29.6133, 1000, 4194304, 4194304, 135.074, 33, 3.5058, 39, 25, 0.466731, 3.65325, 0.0265824
16, 29.8231, 1000, 4194304, 4194304, 134.124, 33, 3.51036, 41, 24, 0.468844, 2.31605, 0.0274704
16, 30.323, 1000, 4194304, 4194304, 131.913, 32, 3.45895, 40, 24, 0.478644, 2.27023, 0.0282552
16, 29.9989, 1000, 4194304, 4194304, 133.338, 33, 3.06015, 38, 27, 0.473597, 2.52669, 0.0269577
