Thread, Total time run, Total reads made, Read size, Object size, Bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Max latency(s), Min latency(s)
1,72.181, 1000, 4194304, 4194304, 55.4163, 13, 1.89633, 16, 6, 0.0712998, 0.303722, 0.0241176
1,68.9533, 1000, 4194304, 4194304, 58.0103, 14, 1.09943, 17, 12, 0.0680129, 0.166033, 0.0241303
1,69.7422, 1000, 4194304, 4194304, 57.3541, 14, 1.18602, 17, 12, 0.0688588, 0.131136, 0.0243223
1,69.7619, 1000, 4194304, 4194304, 57.3379, 14, 1.41074, 17, 11, 0.068806, 0.152848, 0.0241328
1,70.5942, 1000, 4194304, 4194304, 56.6619, 14, 1.18732, 17, 10, 0.0697126, 0.275502, 0.0242172
1,71.0686, 1000, 4194304, 4194304, 56.2837, 14, 1.30191, 19, 12, 0.070115, 0.142922, 0.0239463
1,69.909, 1000, 4194304, 4194304, 57.2172, 14, 1.13328, 17, 12, 0.0690079, 0.141052, 0.024711
1,70.0158, 1000, 4194304, 4194304, 57.13, 14, 1.20291, 19, 12, 0.0691304, 0.137354, 0.0238749
1,70.8668, 1000, 4194304, 4194304, 56.4439, 14, 1.21038, 17, 11, 0.0699726, 0.285497, 0.0237765
1,71.5097, 1000, 4194304, 4194304, 55.9365, 13, 1.09508, 17, 11, 0.0706351, 0.158558, 0.0246561
2,43.2393, 1000, 4194304, 4194304, 92.5084, 23, 2.32184, 27, 15, 0.085641, 0.331044, 0.0242587
2,44.4503, 1000, 4194304, 4194304, 89.9881, 22, 2.55541, 27, 15, 0.0881456, 0.336873, 0.0246717
2,43.3153, 1000, 4194304, 4194304, 92.3461, 23, 1.9808, 27, 20, 0.0857523, 0.373056, 0.024667
2,42.6121, 1000, 4194304, 4194304, 93.8701, 23, 1.54998, 27, 20, 0.0844206, 0.327954, 0.0246438
2,44.3411, 1000, 4194304, 4194304, 90.2097, 22, 2.37544, 27, 16, 0.0878543, 0.388579, 0.0255087
2,44.2895, 1000, 4194304, 4194304, 90.3148, 22, 2.64415, 27, 17, 0.0877248, 0.358557, 0.0242234
2,42.9394, 1000, 4194304, 4194304, 93.1546, 23, 2.10304, 26, 18, 0.0849725, 0.331016, 0.0243075
2,43.3317, 1000, 4194304, 4194304, 92.3112, 23, 2.04652, 28, 19, 0.0858786, 0.35204, 0.024475
2,43.8609, 1000, 4194304, 4194304, 91.1975, 22, 1.79732, 26, 20, 0.086875, 0.345233, 0.0240032
2,42.6112, 1000, 4194304, 4194304, 93.8719, 23, 1.51646, 26, 21, 0.0844118, 0.326795, 0.0237434
4,33.4969, 1000, 4194304, 4194304, 119.414, 29, 2.41248, 35, 26, 0.13305, 0.490633, 0.0305817
4,34.1248, 1000, 4194304, 4194304, 117.217, 29, 1.7672, 34, 26, 0.135441, 0.445078, 0.0342226
4,33.4449, 1000, 4194304, 4194304, 119.6, 29, 1.78111, 34, 27, 0.132789, 0.395595, 0.0244756
4,33.5458, 1000, 4194304, 4194304, 119.24, 29, 2.4626, 36, 25, 0.133255, 0.411156, 0.0314944
4,32.8735, 1000, 4194304, 4194304, 121.678, 30, 1.8997, 34, 27, 0.130369, 0.380112, 0.0278834
4,33.5063, 1000, 4194304, 4194304, 119.381, 29, 2.3016, 34, 26, 0.133046, 0.535655, 0.0353138
4,33.2892, 1000, 4194304, 4194304, 120.159, 30, 2.52488, 34, 23, 0.132115, 0.578923, 0.0342219
4,33.8348, 1000, 4194304, 4194304, 118.222, 29, 2.1497, 35, 25, 0.134385, 0.412534, 0.0289184
4,33.5943, 1000, 4194304, 4194304, 119.068, 29, 2.12801, 34, 25, 0.133332, 0.598569, 0.0331908
4,33.8535, 1000, 4194304, 4194304, 118.156, 29, 2.3601, 34, 24, 0.134358, 0.526365, 0.0300947
8,30.075, 1000, 4194304, 4194304, 133.001, 33, 1.88277, 37, 29, 0.23911, 0.716817, 0.0420984
8,30.6259, 1000, 4194304, 4194304, 130.608, 32, 1.97105, 36, 28, 0.243025, 1.22347, 0.027035
8,30.5836, 1000, 4194304, 4194304, 130.789, 32, 2.45792, 40, 28, 0.242418, 0.861412, 0.0475248
8,30.7524, 1000, 4194304, 4194304, 130.071, 32, 2.75034, 37, 27, 0.244164, 0.734173, 0.0461947
8,30.6912, 1000, 4194304, 4194304, 130.331, 32, 2.14315, 37, 29, 0.243188, 0.839081, 0.0685601
8,30.8657, 1000, 4194304, 4194304, 129.594, 32, 2.70036, 38, 28, 0.245254, 0.84097, 0.0425858
