Thread, Total time run, Total reads made, Read size, Object size, Bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Max latency(s), Min latency(s)
1, 63.6336, 1000, 4194304, 4194304, 62.8599, 15, 4.79054, 24, 0, 0.0628084, 1.12183, 0.0148942
1, 56.2102, 1000, 4194304, 4194304, 71.1614, 17, 2.93562, 24, 9, 0.055397, 0.306061, 0.0156358
1, 58.2712, 1000, 4194304, 4194304, 68.6445, 17, 3.25954, 23, 7, 0.0574524, 0.305253, 0.0147575
1, 56.3494, 1000, 4194304, 4194304, 70.9857, 17, 2.63715, 22, 11, 0.0555396, 0.308585, 0.0153109
1, 58.2451, 1000, 4194304, 4194304, 68.6754, 17, 3.19979, 23, 7, 0.0574037, 0.515358, 0.0148609
1, 57.6025, 1000, 4194304, 4194304, 69.4414, 17, 2.82521, 22, 10, 0.0568087, 0.309723, 0.0160815
1, 55.7122, 1000, 4194304, 4194304, 71.7975, 17, 2.4058, 23, 13, 0.0549133, 0.305946, 0.014948
1, 55.9113, 1000, 4194304, 4194304, 71.5419, 17, 2.85945, 24, 11, 0.0551531, 0.312699, 0.0150782
1, 59.0622, 1000, 4194304, 4194304, 67.7252, 16, 2.56157, 22, 9, 0.0583016, 0.308406, 0.0145478
1, 55.7104, 1000, 4194304, 4194304, 71.7999, 17, 2.72351, 24, 12, 0.0548887, 0.310058, 0.0151407
2, 41.0388, 1000, 4194304, 4194304, 97.4687, 24, 3.58996, 31, 16, 0.0811932, 0.533026, 0.0150985
2, 39.8078, 1000, 4194304, 4194304, 100.483, 25, 3.2602, 32, 18, 0.0787106, 0.334147, 0.0155272
2, 40.9315, 1000, 4194304, 4194304, 97.7242, 24, 2.73205, 30, 18, 0.0810105, 0.328508, 0.0148077
2, 42.0357, 1000, 4194304, 4194304, 95.1571, 23, 3.1741, 29, 17, 0.0832445, 0.359751, 0.0150728
