Thread, Total time run, Total reads made, Read size, Object size, Bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Max latency(s), Min latency(s)
1, 69.5105, 1000, 4227072, 4227072, 57.9948, 14, 2.52034, 20, 8, 0.0686696, 0.304229, 0.0212069
1, 62.1412, 1000, 4227072, 4227072, 64.8724, 16, 2.71529, 23, 9, 0.0612707, 0.30547, 0.0209614
1, 62.2946, 1000, 4227072, 4227072, 64.7127, 16, 2.65503, 21, 8, 0.06148, 0.30645, 0.0202819
1, 62.5394, 1000, 4227072, 4227072, 64.4594, 15, 2.86581, 21, 6, 0.0616696, 0.277385, 0.0207581
1, 62.9572, 1000, 4227072, 4227072, 64.0316, 15, 2.60192, 21, 9, 0.0621675, 0.30823, 0.0203398
1, 61.4534, 1000, 4227072, 4227072, 65.5985, 16, 3.24374, 23, 10, 0.0606625, 0.304518, 0.0207295
1, 62.8596, 1000, 4227072, 4227072, 64.131, 15, 3.09518, 22, 7, 0.0620498, 0.303736, 0.020534
1, 63.3477, 1000, 4227072, 4227072, 63.6369, 15, 3.17101, 22, 7, 0.0625461, 0.304378, 0.0206741
1, 61.8915, 1000, 4227072, 4227072, 65.1342, 16, 2.6738, 21, 9, 0.0610999, 0.302861, 0.020533
1, 63.3657, 1000, 4227072, 4227072, 63.6188, 15, 3.03445, 22, 8, 0.0625561, 0.301348, 0.0208288
2, 47.3469, 1000, 4227072, 4227072, 85.1429, 21, 3.37661, 30, 13, 0.0937698, 0.686409, 0.0210346
2, 45.2594, 1000, 4227072, 4227072, 89.07, 22, 2.36835, 28, 17, 0.0895111, 0.50299, 0.0213234
2, 45.2334, 1000, 4227072, 4227072, 89.1212, 22, 2.51199, 27, 16, 0.0896072, 0.481986, 0.0211808
2, 46.4167, 1000, 4227072, 4227072, 86.8491, 21, 2.8418, 29, 15, 0.0918932, 0.647008, 0.0210682
2, 46.1362, 1000, 4227072, 4227072, 87.3772, 21, 2.94556, 29, 15, 0.0914254, 0.402454, 0.0206593
2, 45.9816, 1000, 4227072, 4227072, 87.6709, 21, 3.89146, 28, 12, 0.0910962, 0.646957, 0.0214106
2, 46.5275, 1000, 4227072, 4227072, 86.6423, 21, 3.57447, 28, 10, 0.0921587, 0.520839, 0.0213074
2, 45.2133, 1000, 4227072, 4227072, 89.1607, 22, 2.88588, 29, 16, 0.0895535, 0.714648, 0.0204583
2, 47.6561, 1000, 4227072, 4227072, 84.5904, 20, 3.09247, 27, 13, 0.0944401, 0.68821, 0.0212234
2, 46.4098, 1000, 4227072, 4227072, 86.8621, 21, 3.17425, 30, 15, 0.0919061, 0.496764, 0.0208968
4, 37.1489, 1000, 4227072, 4227072, 108.516, 26, 2.72211, 34, 22, 0.147333, 0.748597, 0.0224752
4, 36.7293, 1000, 4227072, 4227072, 109.756, 27, 2.62754, 32, 21, 0.145728, 0.93717, 0.0213459
4, 36.7647, 1000, 4227072, 4227072, 109.65, 27, 2.59119, 32, 20, 0.145885, 0.759391, 0.0221544
4, 36.7048, 1000, 4227072, 4227072, 109.829, 27, 2.88661, 33, 22, 0.14557, 0.791899, 0.0225001
4, 37.5672, 1000, 4227072, 4227072, 107.308, 26, 2.82471, 31, 21, 0.149158, 1.07748, 0.0214217
4, 36.6059, 1000, 4227072, 4227072, 110.126, 27, 2.61437, 33, 23, 0.145293, 0.759435, 0.021352
4, 36.712, 1000, 4227072, 4227072, 109.808, 27, 2.561, 31, 21, 0.145639, 2.40142, 0.0219749
4, 35.3803, 1000, 4227072, 4227072, 113.94, 28, 2.04857, 32, 24, 0.140478, 0.654724, 0.0215047
4, 36.6895, 1000, 4227072, 4227072, 109.875, 27, 2.5565, 33, 22, 0.145545, 0.797662, 0.0237951
4, 36.7414, 1000, 4227072, 4227072, 109.719, 27, 2.21449, 32, 22, 0.145945, 1.03449, 0.0226
8, 32.6386, 1000, 4227072, 4227072, 123.512, 30, 2.3086, 35, 26, 0.258758, 1.48643, 0.0258044
8, 32.8682, 1000, 4227072, 4227072, 122.649, 30, 2.68734, 35, 23, 0.260421, 1.71416, 0.0273079
8, 32.173, 1000, 4227072, 4227072, 125.299, 31, 2.47569, 35, 26, 0.254852, 2.90591, 0.023071
8, 32.6707, 1000, 4227072, 4227072, 123.39, 30, 2.44867, 35, 25, 0.259627, 1.19355, 0.0318645
8, 32.5206, 1000, 4227072, 4227072, 123.96, 30, 2.67135, 35, 25, 0.257846, 1.19527, 0.0276791
8, 33.2183, 1000, 4227072, 4227072, 121.356, 30, 2.87162, 34, 21, 0.263112, 6.25726, 0.0221223
8, 32.2946, 1000, 4227072, 4227072, 124.827, 30, 2.04387, 36, 27, 0.256675, 1.68334, 0.0268428
8, 32.5872, 1000, 4227072, 4227072, 123.707, 30, 2.26985, 36, 26, 0.258577, 1.67193, 0.0277895
8, 33.1513, 1000, 4227072, 4227072, 121.602, 30, 3.36453, 36, 20, 0.262988, 1.7206, 0.0272478
8, 32.1476, 1000, 4227072, 4227072, 125.398, 31, 2.40882, 37, 27, 0.254386, 1.28544, 0.0257428
16, 31.1602, 1000, 4227072, 4227072, 129.372, 32, 2.42123, 36, 26, 0.49251, 2.71112, 0.0394218
16, 31.4516, 1000, 4227072, 4227072, 128.173, 31, 3.41754, 38, 22, 0.492016, 3.70393, 0.0321401
16, 31.5831, 1000, 4227072, 4227072, 127.64, 31, 2.98203, 38, 27, 0.497466, 2.30326, 0.0341887
16, 31.5003, 1000, 4227072, 4227072, 127.975, 31, 2.55225, 36, 27, 0.496358, 3.76155, 0.0380519
16, 30.8454, 1000, 4227072, 4227072, 130.692, 32, 2.14449, 38, 28, 0.486318, 3.27363, 0.03485
16, 31.4803, 1000, 4227072, 4227072, 128.056, 31, 2.82119, 39, 27, 0.497063, 2.30637, 0.0413961
16, 31.5685, 1000, 4227072, 4227072, 127.698, 31, 3.10567, 36, 26, 0.496243, 5.99585, 0.0277143
16, 31.262, 1000, 4227072, 4227072, 128.951, 31, 2.81662, 36, 26, 0.491458, 3.26845, 0.0382347
16, 31.2845, 1000, 4227072, 4227072, 128.858, 31, 2.8105, 40, 28, 0.49244, 2.47679, 0.0418304
16, 31.429, 1000, 4227072, 4227072, 128.265, 31, 2.62944, 38, 27, 0.494431, 2.83556, 0.0350765
