Thread,Total time run, Total writes made, Write size, Object size, Bandwidth (MB/sec), Stddev Bandwidth, Max bandwidth (MB/sec), Min bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Stddev Latency(s), Max latency(s), Min latency(s) 
1,190.496, 1000, 4194304, 4194304, 20.9978, 6.54693, 28, 0, 5, 1.65115, 7, 0, 0.190474, 0.132157, 1.29411, 0.130508
2,194.139, 2000, 4194304, 4194304, 41.2076, 4.01716, 48, 32, 10, 1.00429, 12, 8, 0.194068, 0.0456383, 0.447233, 0.127509
4,263.292, 4000, 4194304, 4194304, 60.7691, 5.41342, 76, 44, 15, 1.35335, 19, 11, 0.263199, 0.0752177, 0.732923, 0.131012
8,428.874, 8000, 4194304, 4194304, 74.614, 7.25016, 92, 52, 18, 1.81254, 23, 13, 0.428693, 0.136438, 1.1999, 0.147316
16,829.995, 16000, 4194304, 4194304, 77.1089, 8.84138, 104, 48, 19, 2.21034, 26, 12, 0.829651, 0.444611, 4.05634, 0.170092
