76.6603, 1000, 4194304, 4194304, 52.1782, 13, 5.56283, 19, 0, 0.0758058, 1.41737, 0.00284025
62.8655, 1000, 4194304, 4194304, 63.6279, 15, 1.55458, 19, 13, 0.0620524, 0.155179, 0.00294938
60.896, 1000, 4194304, 4194304, 65.6858, 16, 1.92398, 21, 13, 0.0600792, 0.169788, 0.00301668
60.4414, 1000, 4194304, 4194304, 66.1798, 16, 1.68166, 21, 12, 0.0595887, 0.151518, 0.00295795
62.1255, 1000, 4194304, 4194304, 64.3858, 16, 1.63677, 20, 13, 0.0613176, 0.154703, 0.0028771
61.3364, 1000, 4194304, 4194304, 65.2141, 16, 1.72763, 21, 13, 0.0604871, 0.165301, 0.00282868
61.001, 1000, 4194304, 4194304, 65.5727, 16, 1.72682, 20, 13, 0.060216, 0.164085, 0.00297668
61.8716, 1000, 4194304, 4194304, 64.65, 16, 1.60396, 20, 12, 0.0610518, 0.147535, 0.00298499
63.2203, 1000, 4194304, 4194304, 63.2708, 15, 1.7242, 19, 11, 0.062428, 0.170381, 0.00299457
60.9184, 1000, 4194304, 4194304, 65.6616, 16, 1.84452, 24, 13, 0.0600334, 0.317253, 0.00278722
34.6817, 1000, 4194304, 4194304, 115.335, 28, 3.16002, 35, 23, 0.0685955, 0.359627, 0.00285379
35.6621, 1000, 4194304, 4194304, 112.164, 28, 2.36323, 34, 22, 0.070556, 0.335717, 0.00295666
34.206, 1000, 4194304, 4194304, 116.938, 29, 2.7886, 37, 25, 0.0675941, 0.339019, 0.00286224
33.7132, 1000, 4194304, 4194304, 118.648, 29, 3.21779, 40, 25, 0.0666027, 0.351759, 0.00283397
35.2835, 1000, 4194304, 4194304, 113.368, 28, 3.50438, 37, 19, 0.0697997, 0.330425, 0.0028134
34.8693, 1000, 4194304, 4194304, 114.714, 28, 2.86366, 35, 23, 0.0689569, 0.395114, 0.00299236
33.8533, 1000, 4194304, 4194304, 118.157, 29, 2.39949, 36, 25, 0.066897, 0.329832, 0.00289508
34.2775, 1000, 4194304, 4194304, 116.695, 29, 3.21427, 36, 23, 0.0677556, 0.352149, 0.00294247
34.7499, 1000, 4194304, 4194304, 115.108, 28, 3.03529, 35, 22, 0.0687085, 0.376597, 0.0029186
33.4391, 1000, 4194304, 4194304, 119.62, 29, 2.65147, 37, 25, 0.0658636, 0.419693, 0.0029953
24.9823, 1000, 4194304, 4194304, 160.113, 40, 4.82445, 49, 30, 0.0987923, 0.411352, 0.00282283
24.7683, 1000, 4194304, 4194304, 161.497, 40, 4.20123, 47, 34, 0.0982571, 0.391366, 0.00304734
25.4218, 1000, 4194304, 4194304, 157.345, 39, 6.67533, 54, 21, 0.100674, 1.16952, 0.00287217
25.4946, 1000, 4194304, 4194304, 156.896, 39, 3.20572, 47, 33, 0.101139, 0.661297, 0.00299249
25.9809, 1000, 4194304, 4194304, 153.96, 38, 3.20832, 46, 34, 0.103117, 0.421739, 0.00293676
25.6686, 1000, 4194304, 4194304, 155.832, 38, 4.04887, 47, 31, 0.101416, 0.468691, 0.00293195
24.84, 1000, 4194304, 4194304, 161.031, 40, 5.29356, 51, 31, 0.0985144, 0.428958, 0.00319024
25.2065, 1000, 4194304, 4194304, 158.689, 39, 3.80789, 51, 30, 0.0997564, 0.437747, 0.00313825
24.6039, 1000, 4194304, 4194304, 162.576, 40, 3.79335, 49, 34, 0.0974278, 0.419429, 0.00306365
25.7439, 1000, 4194304, 4194304, 155.377, 38, 4.52696, 49, 31, 0.101968, 0.439193, 0.00293258
24.0761, 1000, 4194304, 4194304, 166.14, 41, 4.86261, 53, 33, 0.191089, 1.33134, 0.00302978
23.1435, 1000, 4194304, 4194304, 172.835, 43, 4.61823, 51, 34, 0.182847, 1.02794, 0.00323173
23.5541, 1000, 4194304, 4194304, 169.822, 42, 5.86845, 57, 31, 0.187317, 0.707589, 0.00319762
24.6864, 1000, 4194304, 4194304, 162.033, 40, 3.6651, 48, 35, 0.195463, 0.948014, 0.00316089
23.6865, 1000, 4194304, 4194304, 168.873, 42, 4.2603, 53, 36, 0.187983, 1.17467, 0.00305825
23.7892, 1000, 4194304, 4194304, 168.143, 42, 6.26553, 58, 33, 0.188519, 0.734658, 0.00321664
24.2356, 1000, 4194304, 4194304, 165.046, 41, 4.75715, 51, 33, 0.192151, 0.746535, 0.00314835
24.5885, 1000, 4194304, 4194304, 162.678, 40, 4.73348, 49, 33, 0.194914, 0.843526, 0.00309385
23.9676, 1000, 4194304, 4194304, 166.892, 41, 4.33207, 51, 35, 0.190336, 0.730978, 0.00280865
