Thread, Total time run, Total reads made, Read size, Object size, Bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Max latency(s), Min latency(s)52.2575, 1000, 4194304, 4194304, 76.5441, 19, 1.61675, 22, 16, 0.0522417, 0.133036, 0.013752
1, 82.4539, 1000, 4194304, 4194304, 48.512, 12, 5.79314, 19, 1, 0.0815437, 1.33934, 0.00306369
1, 66.7308, 1000, 4194304, 4194304, 59.9423, 14, 1.55909, 20, 12, 0.0658485, 0.159315, 0.00314563
1, 64.6594, 1000, 4194304, 4194304, 61.8626, 15, 1.60233, 19, 13, 0.0637564, 0.205057, 0.00309744
1, 62.5326, 1000, 4194304, 4194304, 63.9667, 15, 1.9876, 23, 12, 0.0616042, 0.140235, 0.00286319
1, 64.2588, 1000, 4194304, 4194304, 62.2483, 15, 1.61221, 21, 13, 0.0633878, 0.196346, 0.0029431
1, 64.4407, 1000, 4194304, 4194304, 62.0725, 15, 1.51178, 20, 13, 0.0635726, 0.177606, 0.00314341
1, 64.2678, 1000, 4194304, 4194304, 62.2396, 15, 1.72682, 21, 12, 0.0634405, 0.199987, 0.00290277
1, 63.4612, 1000, 4194304, 4194304, 63.0306, 15, 1.24393, 19, 12, 0.0626231, 0.158181, 0.00293279
1, 64.2319, 1000, 4194304, 4194304, 62.2744, 15, 1.28396, 19, 13, 0.0633143, 0.142682, 0.00319084
1, 63.5197, 1000, 4194304, 4194304, 62.9726, 15, 1.78891, 21, 12, 0.0625608, 0.180482, 0.00314146
2, 35.3073, 1000, 4194304, 4194304, 113.291, 28, 3.16759, 35, 22, 0.0698399, 0.330352, 0.00311401
2, 34.8617, 1000, 4194304, 4194304, 114.739, 28, 3.09332, 35, 22, 0.0689543, 0.513002, 0.00308563
2, 33.5551, 1000, 4194304, 4194304, 119.207, 29, 3.15988, 41, 24, 0.0663621, 0.351532, 0.00301235
2, 33.9879, 1000, 4194304, 4194304, 117.689, 29, 2.97719, 35, 24, 0.0671631, 0.374683, 0.00302981
2, 35.137, 1000, 4194304, 4194304, 113.84, 28, 3.04173, 34, 20, 0.0694942, 0.684021, 0.0029289
2, 35.2582, 1000, 4194304, 4194304, 113.449, 28, 3.83636, 35, 15, 0.0697125, 0.573122, 0.00314124
