Thread, Total time run, Total reads made, Read size, Object size, Bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Max latency(s), Min latency(s)
1, 68.9508, 1000, 4194304, 4194304, 58.0124, 14, 5.08581, 20, 1, 0.0681475, 1.18743, 0.0148176
1, 59.3567, 1000, 4194304, 4194304, 67.3892, 16, 1.3665, 20, 13, 0.0585773, 0.284777, 0.0140713
1, 57.9185, 1000, 4194304, 4194304, 69.0626, 17, 1.8875, 22, 12, 0.0571801, 0.283305, 0.0148694
1, 60.0708, 1000, 4194304, 4194304, 66.5881, 16, 1.49377, 19, 12, 0.0592683, 0.260489, 0.014678
1, 59.3773, 1000, 4194304, 4194304, 67.3658, 16, 1.29739, 20, 13, 0.0586069, 0.264582, 0.0143441
1, 59.6936, 1000, 4194304, 4194304, 67.0089, 16, 1.71544, 22, 13, 0.0589629, 0.275233, 0.0144964
1, 59.2921, 1000, 4194304, 4194304, 67.4626, 16, 1.52516, 20, 12, 0.05848, 0.272449, 0.0142139
1, 59.1063, 1000, 4194304, 4194304, 67.6747, 16, 1.61125, 20, 13, 0.0583316, 0.265574, 0.0144234
1, 59.3264, 1000, 4194304, 4194304, 67.4236, 16, 1.65897, 21, 13, 0.0585178, 0.277318, 0.0138086
1, 59.9484, 1000, 4194304, 4194304, 66.724, 16, 1.76597, 20, 11, 0.059189, 0.262855, 0.0148945
2, 44.4318, 1000, 4194304, 4194304, 90.0255, 22, 2.67199, 27, 15, 0.0880453, 0.356981, 0.0151286
2, 43.1744, 1000, 4194304, 4194304, 92.6475, 23, 2.46481, 28, 17, 0.0855005, 0.345265, 0.0151466
2, 42.4552, 1000, 4194304, 4194304, 94.2169, 23, 2.00073, 27, 18, 0.0840555, 0.403222, 0.0152118
2, 42.6218, 1000, 4194304, 4194304, 93.8487, 23, 2.16682, 30, 18, 0.0844509, 0.333107, 0.0141608
2, 42.744, 1000, 4194304, 4194304, 93.5804, 23, 1.88274, 27, 18, 0.0846271, 0.337386, 0.0147423
2, 43.2504, 1000, 4194304, 4194304, 92.4846, 23, 1.89246, 26, 19, 0.0856558, 0.385273, 0.0148053
2, 42.43, 1000, 4194304, 4194304, 94.273, 23, 2.39046, 30, 17, 0.084083, 0.371109, 0.0145679
2, 42.0464, 1000, 4194304, 4194304, 95.133, 23, 2.70329, 30, 17, 0.0832828, 0.346433, 0.0148846
2, 43.0238, 1000, 4194304, 4194304, 92.9719, 23, 2.92638, 28, 15, 0.0852448, 0.53653, 0.0159312
2, 42.0965, 1000, 4194304, 4194304, 95.0199, 23, 1.98543, 29, 20, 0.083444, 0.319758, 0.0155811
4, 35.2839, 1000, 4194304, 4194304, 113.366, 28, 2.4488, 33, 24, 0.140114, 0.63215, 0.0186173
4, 35.9814, 1000, 4194304, 4194304, 111.169, 27, 1.79542, 32, 25, 0.142627, 0.756759, 0.0244143
4, 36.0739, 1000, 4194304, 4194304, 110.884, 27, 1.76271, 31, 24, 0.143162, 0.732931, 0.0246995
4, 34.9514, 1000, 4194304, 4194304, 114.444, 28, 1.66996, 32, 25, 0.138581, 0.548318, 0.0232648
4, 35.7629, 1000, 4194304, 4194304, 111.848, 27, 1.90973, 32, 24, 0.141916, 0.573496, 0.018488
4, 35.809, 1000, 4194304, 4194304, 111.704, 27, 2.10721, 32, 24, 0.142164, 0.779086, 0.0144889
4, 35.5783, 1000, 4194304, 4194304, 112.428, 28, 1.65869, 32, 23, 0.141252, 0.548326, 0.0210223
4, 35.771, 1000, 4194304, 4194304, 111.822, 27, 1.77186, 31, 24, 0.142109, 0.585671, 0.0195702
4, 35.0503, 1000, 4194304, 4194304, 114.122, 28, 1.88403, 33, 25, 0.139002, 0.489843, 0.0183862
4, 35.1865, 1000, 4194304, 4194304, 113.68, 28, 2.11557, 34, 26, 0.139705, 0.696497, 0.0222101
8, 32.44, 1000, 4194304, 4194304, 123.305, 30, 2.34327, 37, 26, 0.257467, 1.02213, 0.0354517
8, 32.484, 1000, 4194304, 4194304, 123.138, 30, 2.08586, 35, 27, 0.257902, 1.0029, 0.0319544
8, 32.4312, 1000, 4194304, 4194304, 123.338, 30, 2.2734, 35, 27, 0.256648, 0.809171, 0.0347883
8, 32.3535, 1000, 4194304, 4194304, 123.634, 30, 2.04387, 35, 27, 0.256829, 1.3957, 0.032451
8, 32.8216, 1000, 4194304, 4194304, 121.871, 30, 1.99975, 36, 27, 0.260306, 1.61983, 0.0347003
8, 32.7882, 1000, 4194304, 4194304, 121.995, 30, 1.9174, 34, 25, 0.26004, 1.38474, 0.0346228
8, 32.9399, 1000, 4194304, 4194304, 121.433, 30, 1.91529, 35, 26, 0.261158, 0.971339, 0.0378405
8, 32.7253, 1000, 4194304, 4194304, 122.23, 30, 2.31383, 35, 25, 0.260192, 0.844405, 0.0395058
8, 32.6264, 1000, 4194304, 4194304, 122.6, 30, 1.91345, 36, 26, 0.259329, 1.71245, 0.03115
8, 32.9086, 1000, 4194304, 4194304, 121.549, 30, 2.32708, 35, 27, 0.261346, 1.29318, 0.040444
16, 32.2106, 1000, 4194304, 4194304, 124.183, 31, 2.21068, 34, 25, 0.507804, 2.37383, 0.0451118
16, 32.2286, 1000, 4194304, 4194304, 124.113, 31, 2.29107, 35, 26, 0.509449, 2.39761, 0.0443202
16, 31.8624, 1000, 4194304, 4194304, 125.54, 31, 2.25665, 35, 27, 0.502754, 2.65623, 0.0352479
16, 32.0003, 1000, 4194304, 4194304, 124.999, 31, 2.52173, 36, 26, 0.503906, 1.80613, 0.0511575
16, 31.9992, 1000, 4194304, 4194304, 125.003, 31, 1.9903, 35, 27, 0.504342, 2.78336, 0.0465509
16, 31.8326, 1000, 4194304, 4194304, 125.657, 31, 2.62904, 36, 25, 0.503766, 3.06534, 0.0462191
16, 31.9657, 1000, 4194304, 4194304, 125.134, 31, 2.04887, 37, 27, 0.505547, 2.71424, 0.0503302
16, 31.8817, 1000, 4194304, 4194304, 125.464, 31, 2.36916, 37, 27, 0.50483, 2.45071, 0.0361621
16, 32.0856, 1000, 4194304, 4194304, 124.666, 31, 2.17551, 36, 28, 0.507074, 2.27573, 0.0495837
16, 32.0335, 1000, 4194304, 4194304, 124.869, 31, 2.44599, 39, 27, 0.504994, 2.13035, 0.0465348
