Thread, Total time run, Total reads made, Read size, Object size, Bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Max latency(s), Min latency(s)
1, 65.2363, 1000, 4194304, 4194304, 61.3156, 15, 2.44586, 20, 10, 0.0644639, 0.306549, 0.0195402
1, 59.6132, 1000, 4194304, 4194304, 67.0992, 16, 2.42539, 21, 9, 0.0588652, 0.30878, 0.0186598
1, 56.4577, 1000, 4194304, 4194304, 70.8495, 17, 2.0636, 22, 11, 0.0556569, 0.271618, 0.0189654
1, 56.1367, 1000, 4194304, 4194304, 71.2547, 17, 2.05753, 22, 12, 0.0553503, 0.271815, 0.0193463
1, 55.9227, 1000, 4194304, 4194304, 71.5273, 17, 1.78904, 21, 14, 0.0551234, 0.297665, 0.0190356
1, 55.0885, 1000, 4194304, 4194304, 72.6105, 18, 1.8799, 22, 13, 0.0543635, 0.298826, 0.0189915
1, 54.1844, 1000, 4194304, 4194304, 73.822, 18, 1.92023, 23, 14, 0.0534418, 0.271477, 0.01906
1, 54.2073, 1000, 4194304, 4194304, 73.7908, 18, 2.23693, 24, 13, 0.0534308, 0.269999, 0.0188315
1, 54.7181, 1000, 4194304, 4194304, 73.102, 18, 2.31824, 23, 11, 0.0539577, 0.270036, 0.0191174
1, 53.7057, 1000, 4194304, 4194304, 74.48, 18, 2.08944, 23, 14, 0.0529116, 0.301303, 0.0190035
2, 43.4822, 1000, 4194304, 4194304, 91.9918, 22, 2.45874, 27, 18, 0.0858876, 0.629978, 0.0189954
2, 42.9367, 1000, 4194304, 4194304, 93.1605, 23, 2.45612, 28, 15, 0.0849802, 0.516383, 0.0193899
2, 44.0434, 1000, 4194304, 4194304, 90.8195, 22, 2.31858, 27, 17, 0.0871279, 0.466579, 0.0192967
2, 42.6423, 1000, 4194304, 4194304, 93.8036, 23, 1.96485, 28, 19, 0.084448, 0.355942, 0.0200155
2, 43.6701, 1000, 4194304, 4194304, 91.5959, 22, 2.26998, 27, 18, 0.0863833, 0.395282, 0.0185529
2, 42.8841, 1000, 4194304, 4194304, 93.2746, 23, 2.55486, 28, 17, 0.0849343, 0.374426, 0.0209359
2, 42.6428, 1000, 4194304, 4194304, 93.8026, 23, 2.13279, 27, 18, 0.0844811, 0.366969, 0.0194341
2, 42.7275, 1000, 4194304, 4194304, 93.6165, 23, 2.05951, 29, 17, 0.0846329, 0.437209, 0.0193007
2, 43.5858, 1000, 4194304, 4194304, 91.773, 22, 2.67613, 27, 15, 0.0863478, 0.376228, 0.0193608
2, 42.3474, 1000, 4194304, 4194304, 94.4568, 23, 2.27456, 27, 18, 0.0838321, 0.327222, 0.0190388
4, 36.2206, 1000, 4194304, 4194304, 110.434, 27, 1.93136, 32, 22, 0.14384, 0.583087, 0.0255689
4, 35.8689, 1000, 4194304, 4194304, 111.517, 27, 2.05471, 31, 24, 0.142618, 0.690451, 0.0194604
4, 36.3217, 1000, 4194304, 4194304, 110.127, 27, 2.45467, 31, 22, 0.144153, 0.605004, 0.0236462
4, 36.0085, 1000, 4194304, 4194304, 111.085, 27, 1.81068, 32, 24, 0.143074, 0.772001, 0.0261989
4, 35.4488, 1000, 4194304, 4194304, 112.839, 28, 2.00839, 33, 25, 0.140421, 0.790857, 0.0271262
4, 35.5887, 1000, 4194304, 4194304, 112.395, 28, 1.98185, 32, 23, 0.141016, 0.677363, 0.0207866
4, 35.7436, 1000, 4194304, 4194304, 111.908, 27, 2.08637, 32, 23, 0.141973, 0.672129, 0.0230306
4, 37.4689, 1000, 4194304, 4194304, 106.755, 26, 2.79532, 31, 20, 0.148577, 3.02598, 0.0221453
4, 35.7369, 1000, 4194304, 4194304, 111.929, 27, 2.25925, 33, 23, 0.141745, 0.560499, 0.0185331
4, 35.8339, 1000, 4194304, 4194304, 111.626, 27, 2.34359, 33, 24, 0.142126, 0.616754, 0.0233237
8, 33.1731, 1000, 4194304, 4194304, 120.58, 30, 2.33103, 34, 26, 0.263432, 1.48322, 0.0281876
8, 33.3298, 1000, 4194304, 4194304, 120.013, 30, 1.75864, 34, 26, 0.264694, 1.17805, 0.0329407
8, 33.1354, 1000, 4194304, 4194304, 120.717, 30, 2.37769, 35, 27, 0.263097, 1.74091, 0.0323847
8, 33.4834, 1000, 4194304, 4194304, 119.462, 29, 2.45528, 36, 25, 0.265684, 1.60779, 0.0364856
8, 32.8569, 1000, 4194304, 4194304, 121.74, 30, 2.01381, 34, 26, 0.260997, 1.18769, 0.0296028
