Thread, Total time run, Total reads made, Read size, Object size, Bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Max latency(s), Min latency(s)
1, 68.311, 1000, 4194304, 4194304, 58.5557, 14, 2.21278, 18, 9, 0.0675293, 0.280369, 0.0189527
1, 62.0982, 1000, 4194304, 4194304, 64.4141, 16, 2.4002, 21, 10, 0.0613401, 0.269, 0.0189297
1, 62.8265, 1000, 4194304, 4194304, 63.6674, 15, 1.80435, 19, 12, 0.0620938, 0.273981, 0.0190023
1, 61.2804, 1000, 4194304, 4194304, 65.2738, 16, 1.79389, 20, 10, 0.0605469, 0.266536, 0.0188156
1, 61.2253, 1000, 4194304, 4194304, 65.3325, 16, 2.14259, 21, 10, 0.0603908, 0.303983, 0.018502
1, 62.1474, 1000, 4194304, 4194304, 64.3631, 16, 2.00581, 21, 11, 0.0614011, 0.299817, 0.0191502
1, 61.1508, 1000, 4194304, 4194304, 65.4121, 16, 1.99904, 20, 11, 0.0603942, 0.311425, 0.0190875
1, 59.2394, 1000, 4194304, 4194304, 67.5227, 16, 1.91917, 21, 11, 0.0584239, 0.269759, 0.0187669
1, 59.4265, 1000, 4194304, 4194304, 67.3101, 16, 1.75651, 20, 13, 0.0586771, 0.270482, 0.0185567
1, 59.7662, 1000, 4194304, 4194304, 66.9274, 16, 2.21928, 21, 10, 0.0590397, 0.306638, 0.0187768
2, 45.3748, 1000, 4194304, 4194304, 88.1546, 22, 1.90082, 25, 18, 0.0898882, 0.329961, 0.0205752
2, 46.6115, 1000, 4194304, 4194304, 85.8158, 21, 1.81033, 25, 18, 0.0923473, 0.52754, 0.0193846
2, 45.9253, 1000, 4194304, 4194304, 87.0979, 21, 2.66818, 25, 12, 0.0911082, 0.515294, 0.0190798
2, 45.2767, 1000, 4194304, 4194304, 88.3457, 22, 2.15557, 26, 16, 0.0896968, 0.374382, 0.0194718
2, 46.8151, 1000, 4194304, 4194304, 85.4426, 21, 2.29566, 26, 16, 0.0927776, 0.526121, 0.0195061
2, 46.3994, 1000, 4194304, 4194304, 86.208, 21, 2.09485, 25, 14, 0.0920264, 0.519046, 0.0189802
2, 46.1959, 1000, 4194304, 4194304, 86.5878, 21, 2.09081, 26, 17, 0.0916028, 0.520682, 0.0192974
2, 46.3249, 1000, 4194304, 4194304, 86.3467, 21, 3.20122, 25, 9, 0.0917538, 1.16884, 0.020068
2, 45.7321, 1000, 4194304, 4194304, 87.466, 21, 2.23562, 26, 15, 0.0906982, 0.505072, 0.0193478
2, 46.9946, 1000, 4194304, 4194304, 85.1162, 21, 2.52485, 26, 16, 0.0931685, 0.345627, 0.0195056
4, 38.6232, 1000, 4194304, 4194304, 103.565, 25, 2.28733, 32, 20, 0.153294, 0.515088, 0.0232744
4, 38.5634, 1000, 4194304, 4194304, 103.725, 25, 2.06371, 31, 22, 0.153166, 0.704297, 0.0251172
4, 38.0633, 1000, 4194304, 4194304, 105.088, 26, 1.57144, 29, 23, 0.151175, 0.844144, 0.0250016
