Total time run, Total writes made, Write size, Object size, Bandwidth (MB/sec), Stddev Bandwidth, Max bandwidth (MB/sec), Min bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Stddev Latency(s), Max latency(s), Min latency(s) 
30.3538, 1164, 2097152, 2097152, 76.6954, 6.00995, 86, 56, 38, 3.00498, 43, 28, 0.414099, 0.212056, 1.42636, 0.0978717
30.3136, 1146, 2097152, 2097152, 75.6096, 6.49987, 84, 58, 37, 3.24993, 42, 29, 0.420553, 0.186262, 1.46778, 0.124978
30.3885, 1150, 2097152, 2097152, 75.6866, 6.62458, 86, 50, 37, 3.31229, 43, 25, 0.419776, 0.186181, 1.39496, 0.114812
30.4532, 1151, 2097152, 2097152, 75.5915, 6.68675, 90, 62, 37, 3.34338, 45, 31, 0.418866, 0.211828, 1.9193, 0.118493
30.6849, 1162, 2097152, 2097152, 75.7377, 6.20122, 86, 52, 37, 3.10061, 43, 26, 0.415464, 0.181073, 1.51066, 0.113454
30.3884, 1152, 2097152, 2097152, 75.8184, 6.65885, 84, 58, 37, 3.32942, 42, 29, 0.418667, 0.186567, 1.47526, 0.121077
30.6434, 1173, 2097152, 2097152, 76.558, 7.40332, 98, 58, 38, 3.70166, 49, 29, 0.41123, 0.166188, 1.29743, 0.135059
30.525, 1162, 2097152, 2097152, 76.1342, 6.20122, 84, 52, 38, 3.10061, 42, 26, 0.416046, 0.207153, 2.06995, 0.115609
30.578, 1167, 2097152, 2097152, 76.3294, 6.99951, 92, 56, 38, 3.49975, 46, 28, 0.413611, 0.17133, 1.1615, 0.122101
30.3715, 793, 3145728, 3145728, 78.33, 9.23319, 96, 51, 26, 3.07773, 32, 17, 0.608456, 0.272904, 1.90144, 0.193563
30.4077, 781, 3145728, 3145728, 77.0528, 9.54391, 93, 48, 25, 3.1813, 31, 16, 0.617949, 0.270362, 1.82519, 0.180164
30.303, 791, 3145728, 3145728, 78.309, 7.51894, 87, 51, 26, 2.50631, 29, 17, 0.608932, 0.261277, 1.90385, 0.174484
30.5064, 780, 3145728, 3145728, 76.7052, 8.72808, 90, 45, 25, 2.90936, 30, 15, 0.620296, 0.303247, 1.9489, 0.167818
30.4082, 780, 3145728, 3145728, 76.9529, 8.93887, 93, 45, 25, 2.97962, 31, 15, 0.618642, 0.256277, 1.77564, 0.212615
30.46, 780, 3145728, 3145728, 76.822, 10.5032, 93, 48, 25, 3.50107, 31, 16, 0.619237, 0.249404, 1.57748, 0.188999
30.559, 775, 3145728, 3145728, 76.0822, 9.52438, 96, 48, 25, 3.17479, 32, 16, 0.623811, 0.312699, 2.02701, 0.162221
30.4152, 770, 3145728, 3145728, 75.9489, 9.80007, 90, 48, 25, 3.26669, 30, 16, 0.625553, 0.316713, 2.46009, 0.159635
30.4715, 774, 3145728, 3145728, 76.2024, 7.42967, 84, 48, 25, 2.47656, 28, 16, 0.62405, 0.326068, 1.97563, 0.151695
30.6049, 587, 4194304, 4194304, 76.7197, 11.2885, 100, 48, 19, 2.82212, 25, 12, 0.824727, 0.410888, 3.65302, 0.240957
30.627, 581, 4194304, 4194304, 75.8807, 9.22266, 96, 48, 18, 2.30567, 24, 12, 0.831963, 0.419684, 2.62126, 0.223781
30.5938, 581, 4194304, 4194304, 75.9632, 12.9969, 96, 28, 18, 3.24923, 24, 7, 0.832771, 0.419781, 2.93312, 0.226324
30.8606, 589, 4194304, 4194304, 76.3433, 11.7608, 92, 36, 19, 2.94021, 23, 9, 0.824716, 0.391734, 2.92115, 0.233144
30.966, 579, 4194304, 4194304, 74.7916, 10.0427, 96, 52, 18, 2.51067, 24, 13, 0.836838, 0.385871, 2.62123, 0.261202
30.6928, 575, 4194304, 4194304, 74.9361, 9.87275, 88, 44, 18, 2.46819, 22, 11, 0.842168, 0.486425, 3.28443, 0.233022
30.7462, 598, 4194304, 4194304, 77.7983, 9.6046, 92, 40, 19, 2.40115, 23, 10, 0.80808, 0.359334, 2.38425, 0.259433
30.7208, 587, 4194304, 4194304, 76.4304, 13.4722, 92, 28, 19, 3.36804, 23, 7, 0.826983, 0.417475, 3.33669, 0.226602
30.8282, 601, 4194304, 4194304, 77.9806, 8.95968, 96, 48, 19, 2.23992, 24, 12, 0.805952, 0.409875, 2.48896, 0.22151
